RealType	NoiseType	Noise	Signal	Order	Freq	Test	UncertaintyMean	UncertaintyDev	UncertaintyMin	UncertaintyMax	ErrorMean	ErrorDev	ErrorMin	ErrorMax	-3.0	-2.8	-2.6	-2.4	-2.2	-2.0	-1.8	-1.6	-1.4	-1.2	-1.0	-0.8	-0.6	-0.4	-0.2	0.0	0.2	0.4	0.6	0.8	1.0	1.2	1.4	1.6	1.8	2.0	2.2	2.4	2.6	2.8	3.0
Intv	Gaussian	1.0e-06	Cos	7	3	Forward	2.348e-04	4.143e-05	1.280e-04	2.968e-04	-8.119e-04	5.090e-02	-1.374e-01	1.856e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.949	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-06	Cos	7	3	Backward	4.399e-04	7.877e-05	2.348e-04	5.583e-04	-6.889e-05	2.430e-03	-6.426e-03	7.513e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-06	Cos	7	3	Roundtrip	1.835e-06	3.237e-07	1.000e-06	2.319e-06	1.221e-03	5.359e-02	-1.420e-01	2.127e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.930	0.0469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Sin	7	3	Forward	2.348e-04	4.143e-05	1.280e-04	2.968e-04	-2.867e-03	5.093e-02	-2.140e-01	1.297e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.957	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Sin	7	3	Backward	4.399e-04	7.877e-05	2.348e-04	5.583e-04	-9.331e-05	2.505e-03	-6.952e-03	7.177e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Sin	7	3	Roundtrip	1.835e-06	3.237e-07	1.000e-06	2.319e-06	2.753e-04	5.152e-02	-1.643e-01	1.662e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.934	0.0391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Cos	7	3	Forward	2.348e-04	4.143e-05	1.280e-04	2.968e-04	5.124e-03	4.991e-02	-2.219e-01	1.103e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0195	0.957	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Cos	7	3	Backward	4.399e-04	7.877e-05	2.348e-04	5.583e-04	-4.435e-07	2.288e-03	-5.579e-03	5.974e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-06	Cos	7	3	Roundtrip	1.835e-06	3.237e-07	1.000e-06	2.319e-06	3.874e-03	4.885e-02	-1.567e-01	1.500e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0195	0.949	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Sin	7	3	Forward	2.348e-03	4.143e-04	1.280e-03	2.968e-03	-2.805e-03	4.690e-02	-1.597e-01	1.455e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.957	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Sin	7	3	Backward	4.399e-03	7.877e-04	2.348e-03	5.583e-03	-1.425e-04	2.315e-03	-7.123e-03	9.346e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Sin	7	3	Roundtrip	1.835e-05	3.237e-06	1.000e-05	2.319e-05	4.056e-03	4.785e-02	-1.235e-01	1.579e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0156	0.953	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Cos	7	3	Forward	2.348e-03	4.143e-04	1.280e-03	2.968e-03	-1.800e-04	5.080e-02	-1.482e-01	1.621e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.941	0.0352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Cos	7	3	Backward	4.399e-03	7.877e-04	2.348e-03	5.583e-03	1.586e-04	2.356e-03	-7.005e-03	7.104e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-05	Cos	7	3	Roundtrip	1.835e-05	3.237e-06	1.000e-05	2.319e-05	-2.193e-03	5.367e-02	-1.871e-01	2.329e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.938	0.0352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Sin	7	3	Forward	2.348e-03	4.143e-04	1.280e-03	2.968e-03	-1.017e-03	5.442e-02	-2.018e-01	2.313e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.918	0.0469	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Sin	7	3	Backward	4.399e-03	7.877e-04	2.348e-03	5.583e-03	3.685e-05	2.480e-03	-5.290e-03	5.456e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Sin	7	3	Roundtrip	1.835e-05	3.237e-06	1.000e-05	2.319e-05	2.807e-03	4.996e-02	-1.641e-01	1.390e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.953	0.0156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Cos	7	3	Forward	2.348e-03	4.143e-04	1.280e-03	2.968e-03	-1.119e-03	5.357e-02	-2.449e-01	1.715e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0195	0.945	0.0352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Cos	7	3	Backward	4.399e-03	7.877e-04	2.348e-03	5.583e-03	-1.606e-04	2.497e-03	-6.412e-03	6.220e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-05	Cos	7	3	Roundtrip	1.835e-05	3.237e-06	1.000e-05	2.319e-05	-7.673e-04	5.204e-02	-1.366e-01	1.588e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.941	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Sin	7	3	Forward	2.348e-02	4.143e-03	1.280e-02	2.968e-02	2.239e-03	4.905e-02	-1.305e-01	1.381e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.953	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Sin	7	3	Backward	4.399e-02	7.877e-03	2.348e-02	5.583e-02	6.750e-05	2.321e-03	-5.311e-03	7.546e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Sin	7	3	Roundtrip	1.835e-04	3.237e-05	1.000e-04	2.319e-04	-5.397e-03	5.115e-02	-1.432e-01	1.540e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0508	0.926	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Cos	7	3	Forward	2.348e-02	4.143e-03	1.280e-02	2.968e-02	7.731e-03	5.106e-02	-1.315e-01	1.388e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0117	0.949	0.0391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Cos	7	3	Backward	4.399e-02	7.877e-03	2.348e-02	5.583e-02	1.934e-04	2.482e-03	-7.225e-03	7.238e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-04	Cos	7	3	Roundtrip	1.835e-04	3.237e-05	1.000e-04	2.319e-04	2.062e-03	5.672e-02	-1.321e-01	1.960e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0430	0.902	0.0547	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Sin	7	3	Forward	2.348e-02	4.143e-03	1.280e-02	2.968e-02	9.556e-05	5.151e-02	-1.813e-01	1.390e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.941	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Sin	7	3	Backward	4.399e-02	7.877e-03	2.348e-02	5.583e-02	1.844e-05	2.436e-03	-5.778e-03	5.524e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Sin	7	3	Roundtrip	1.835e-04	3.237e-05	1.000e-04	2.319e-04	-3.288e-04	5.212e-02	-1.573e-01	1.492e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.949	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Cos	7	3	Forward	2.348e-02	4.143e-03	1.280e-02	2.968e-02	9.897e-04	5.334e-02	-1.968e-01	2.219e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.934	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Cos	7	3	Backward	4.399e-02	7.877e-03	2.348e-02	5.583e-02	-1.027e-04	2.444e-03	-4.877e-03	6.918e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-04	Cos	7	3	Roundtrip	1.835e-04	3.237e-05	1.000e-04	2.319e-04	2.409e-03	5.155e-02	-1.896e-01	1.245e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.949	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Sin	7	3	Forward	2.348e-01	4.143e-02	1.280e-01	2.968e-01	8.199e-03	5.317e-02	-1.295e-01	2.039e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.926	0.0430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Sin	7	3	Backward	4.399e-01	7.877e-02	2.348e-01	5.583e-01	2.235e-04	2.583e-03	-7.218e-03	1.102e-02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Sin	7	3	Roundtrip	1.835e-03	3.237e-04	1.000e-03	2.319e-03	-1.217e-03	4.959e-02	-1.530e-01	1.437e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.957	0.0156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Cos	7	3	Forward	2.348e-01	4.143e-02	1.280e-01	2.968e-01	6.310e-03	5.308e-02	-1.155e-01	1.934e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.934	0.0430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Cos	7	3	Backward	4.399e-01	7.877e-02	2.348e-01	5.583e-01	-3.573e-05	2.481e-03	-6.144e-03	7.395e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-03	Cos	7	3	Roundtrip	1.835e-03	3.237e-04	1.000e-03	2.319e-03	1.248e-03	4.957e-02	-1.709e-01	1.653e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0391	0.941	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Sin	7	3	Forward	2.348e-01	4.143e-02	1.280e-01	2.968e-01	-3.164e-03	5.085e-02	-1.659e-01	1.563e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.938	0.0273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Sin	7	3	Backward	4.399e-01	7.877e-02	2.348e-01	5.583e-01	1.176e-04	2.477e-03	-6.061e-03	5.952e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Sin	7	3	Roundtrip	1.835e-03	3.237e-04	1.000e-03	2.319e-03	-3.750e-03	5.047e-02	-1.289e-01	1.663e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.953	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Cos	7	3	Forward	2.348e-01	4.143e-02	1.280e-01	2.968e-01	-2.258e-03	4.984e-02	-1.443e-01	1.575e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.949	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Cos	7	3	Backward	4.399e-01	7.877e-02	2.348e-01	5.583e-01	-1.037e-04	2.386e-03	-7.349e-03	5.083e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-03	Cos	7	3	Roundtrip	1.835e-03	3.237e-04	1.000e-03	2.319e-03	-1.442e-04	5.046e-02	-2.216e-01	1.378e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0117	0.965	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Sin	7	3	Forward	2.348e+00	4.143e-01	1.280e+00	2.968e+00	-4.043e-03	5.046e-02	-1.545e-01	2.394e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.949	0.0156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Sin	7	3	Backward	4.399e+00	7.877e-01	2.348e+00	5.583e+00	2.442e-04	2.426e-03	-1.023e-02	7.326e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Sin	7	3	Roundtrip	1.835e-02	3.237e-03	1.000e-02	2.319e-02	1.300e-03	4.993e-02	-1.264e-01	1.192e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0234	0.957	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Cos	7	3	Forward	2.348e+00	4.143e-01	1.280e+00	2.968e+00	-1.178e-03	5.119e-02	-1.418e-01	1.236e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.938	0.0273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Cos	7	3	Backward	4.399e+00	7.877e-01	2.348e+00	5.583e+00	1.051e-04	2.431e-03	-7.038e-03	6.164e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-02	Cos	7	3	Roundtrip	1.835e-02	3.237e-03	1.000e-02	2.319e-02	2.327e-03	4.923e-02	-1.806e-01	1.956e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.938	0.0352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Sin	7	3	Forward	2.348e+00	4.143e-01	1.280e+00	2.968e+00	7.337e-04	5.336e-02	-1.736e-01	1.376e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0508	0.914	0.0352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Sin	7	3	Backward	4.399e+00	7.877e-01	2.348e+00	5.583e+00	-3.437e-04	2.499e-03	-7.373e-03	7.129e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Sin	7	3	Roundtrip	1.835e-02	3.237e-03	1.000e-02	2.319e-02	1.783e-03	4.901e-02	-1.562e-01	1.774e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0117	0.957	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Cos	7	3	Forward	2.348e+00	4.143e-01	1.280e+00	2.968e+00	-4.289e-03	5.399e-02	-1.692e-01	1.300e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0547	0.926	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Cos	7	3	Backward	4.399e+00	7.877e-01	2.348e+00	5.583e+00	6.335e-05	2.516e-03	-7.202e-03	4.925e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-02	Cos	7	3	Roundtrip	1.835e-02	3.237e-03	1.000e-02	2.319e-02	-4.460e-03	5.115e-02	-1.551e-01	1.785e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.941	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Sin	7	3	Forward	2.348e+01	4.143e+00	1.280e+01	2.968e+01	4.316e-03	4.997e-02	-1.767e-01	1.506e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0156	0.957	0.0273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Sin	7	3	Backward	4.399e+01	7.877e+00	2.348e+01	5.583e+01	-1.295e-04	2.333e-03	-6.216e-03	7.437e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Sin	7	3	Roundtrip	1.835e-01	3.237e-02	1.000e-01	2.319e-01	2.680e-03	5.068e-02	-1.462e-01	1.564e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0273	0.949	0.0234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Cos	7	3	Forward	2.348e+01	4.143e+00	1.280e+01	2.968e+01	2.847e-04	5.021e-02	-1.280e-01	1.505e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0195	0.949	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Cos	7	3	Backward	4.399e+01	7.877e+00	2.348e+01	5.583e+01	-1.263e-04	2.366e-03	-8.805e-03	5.749e-03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Gaussian	1.0e-01	Cos	7	3	Roundtrip	1.835e-01	3.237e-02	1.000e-01	2.319e-01	-5.073e-05	5.210e-02	-1.837e-01	1.556e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0352	0.926	0.0391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Intv	Uniform	1.0e-01	Sin	7	3	Forward	2.348e+01	4.143e+00	1.280e+01	2.968e+01	-6.271e-03	5.333e-02	-1.953e-01	1.629e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0430	0.938	0.0195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
