2n	Momentum	Exponent	Input Uncertainty	Term	Variance
108	5.417010e+68	1.500000e+00	1.950000e-01	-3.911108e+63	-8.242099e-14

110	1.323162e+70	-2.000000e+00	2.000000e-01	3.094598e+75	4.017017e-02
110	1.323162e+70	-2.000000e+00	1.950000e-01	3.094598e+75	2.479770e-03
110	1.323162e+70	-1.500000e+00	2.000000e-01	8.190422e+73	1.063178e-03
110	1.323162e+70	-1.500000e+00	1.950000e-01	8.190422e+73	6.563168e-05
110	1.323162e+70	-1.000000e+00	2.000000e-01	1.440988e+72	1.870509e-05
110	1.323162e+70	-1.000000e+00	1.950000e-01	1.440988e+72	1.154696e-06
110	1.323162e+70	-5.000000e-01	2.000000e-01	1.178518e+70	1.529804e-07
110	1.323162e+70	-5.000000e-01	1.950000e-01	1.178518e+70	9.443727e-09
110	1.323162e+70	5.000000e-01	2.000000e-01	6.457133e+66	8.381838e-11
110	1.323162e+70	5.000000e-01	1.950000e-01	6.457133e+66	5.174245e-12
110	1.323162e+70	1.500000e+00	2.000000e-01	-9.121831e+64	-1.184081e-12
110	1.323162e+70	1.500000e+00	1.950000e-01	-9.121831e+64	-7.309527e-14

112	3.233645e+71	-2.000000e+00	2.000000e-01	7.975574e+76	4.141155e-02
112	3.233645e+71	-2.000000e+00	1.950000e-01	7.975574e+76	2.430180e-03
112	3.233645e+71	-1.500000e+00	2.000000e-01	2.074321e+75	1.077049e-03
112	3.233645e+71	-1.500000e+00	1.950000e-01	2.074321e+75	6.320515e-05
112	3.233645e+71	-1.000000e+00	2.000000e-01	3.586274e+73	1.862100e-05
112	3.233645e+71	-1.000000e+00	1.950000e-01	3.586274e+73	1.092748e-06
112	3.233645e+71	-5.000000e-01	2.000000e-01	2.883322e+71	1.497106e-07
112	3.233645e+71	-5.000000e-01	1.950000e-01	2.883322e+71	8.785563e-09
112	3.233645e+71	5.000000e-01	2.000000e-01	1.535880e+68	7.974744e-11
112	3.233645e+71	5.000000e-01	1.950000e-01	1.535880e+68	4.679869e-12
112	3.233645e+71	1.500000e+00	2.000000e-01	-2.130369e+66	-1.106151e-12
112	3.233645e+71	1.500000e+00	1.950000e-01	-2.130369e+66	-6.491295e-14

114	7.906575e+72	-2.000000e+00	2.000000e-01	2.054633e+78	4.267305e-02
114	7.906575e+72	-2.000000e+00	1.950000e-01	2.054633e+78	2.380564e-03
114	7.906575e+72	-1.500000e+00	2.000000e-01	5.252794e+76	1.090963e-03
114	7.906575e+72	-1.500000e+00	1.950000e-01	5.252794e+76	6.086057e-05
114	7.906575e+72	-1.000000e+00	2.000000e-01	8.926921e+74	1.854049e-05
114	7.906575e+72	-1.000000e+00	1.950000e-01	8.926921e+74	1.034302e-06
114	7.906575e+72	-5.000000e-01	2.000000e-01	7.057541e+72	1.465794e-07
114	7.906575e+72	-5.000000e-01	1.950000e-01	7.057541e+72	8.177097e-09
114	7.906575e+72	5.000000e-01	2.000000e-01	3.656788e+69	7.594852e-11
114	7.906575e+72	5.000000e-01	1.950000e-01	3.656788e+69	4.236874e-12
114	7.906575e+72	1.500000e+00	2.000000e-01	-4.981907e+67	-1.034702e-12
114	7.906575e+72	1.500000e+00	1.950000e-01	-4.981907e+67	-5.772199e-14

116	1.934157e+74	-2.000000e+00	2.000000e-01	5.290850e+79	4.395467e-02
116	1.934157e+74	-2.000000e+00	1.950000e-01	5.290850e+79	2.330990e-03
116	1.934157e+74	-1.500000e+00	2.000000e-01	1.329993e+78	1.104915e-03
116	1.934157e+74	-1.500000e+00	1.950000e-01	1.329993e+78	5.859552e-05
116	1.934157e+74	-1.000000e+00	2.000000e-01	2.222444e+76	1.846335e-05
116	1.934157e+74	-1.000000e+00	1.950000e-01	2.222444e+76	9.791423e-07
116	1.934157e+74	-5.000000e-01	2.000000e-01	1.728258e+74	1.435780e-07
116	1.934157e+74	-5.000000e-01	1.950000e-01	1.728258e+74	7.614184e-09
116	1.934157e+74	5.000000e-01	2.000000e-01	8.714670e+70	7.239865e-11
116	1.934157e+74	5.000000e-01	1.950000e-01	8.714670e+70	3.839422e-12
116	1.934157e+74	1.500000e+00	2.000000e-01	-1.166494e+69	-9.690857e-13
116	1.934157e+74	1.500000e+00	1.950000e-01	-1.166494e+69	-5.139224e-14

118	4.733621e+75	-2.000000e+00	2.000000e-01	1.361884e+81	4.525637e-02
118	4.733621e+75	-2.000000e+00	1.950000e-01	1.361884e+81	2.281521e-03
118	4.733621e+75	-1.500000e+00	2.000000e-01	3.367083e+79	1.118905e-03
118	4.733621e+75	-1.500000e+00	1.950000e-01	3.367083e+79	5.640764e-05
118	4.733621e+75	-1.000000e+00	2.000000e-01	5.533847e+77	1.838936e-05
118	4.733621e+75	-1.000000e+00	1.950000e-01	5.533847e+77	9.270673e-07
118	4.733621e+75	-5.000000e-01	2.000000e-01	4.233993e+75	1.406985e-07
118	4.733621e+75	-5.000000e-01	1.950000e-01	4.233993e+75	7.093070e-09
118	4.733621e+75	5.000000e-01	2.000000e-01	2.078716e+72	6.907719e-11
118	4.733621e+75	5.000000e-01	1.950000e-01	2.078716e+72	3.482405e-12
118	4.733621e+75	1.500000e+00	2.000000e-01	-2.734612e+70	-9.087307e-13
118	4.733621e+75	1.500000e+00	1.950000e-01	-2.734612e+70	-4.581206e-14

120	1.159007e+77	-2.000000e+00	2.000000e-01	3.504151e+82	4.657816e-02
120	1.159007e+77	-2.000000e+00	1.950000e-01	3.504151e+82	2.232216e-03
120	1.159007e+77	-1.500000e+00	2.000000e-01	8.523215e+80	1.132930e-03
120	1.159007e+77	-1.500000e+00	1.950000e-01	8.523215e+80	5.429462e-05
120	1.159007e+77	-1.000000e+00	2.000000e-01	1.378119e+79	1.831834e-05
120	1.159007e+77	-1.000000e+00	1.950000e-01	1.378119e+79	8.778899e-07
120	1.159007e+77	-5.000000e-01	2.000000e-01	1.037698e+77	1.379337e-07
120	1.159007e+77	-5.000000e-01	1.950000e-01	1.037698e+77	6.610346e-09
120	1.159007e+77	5.000000e-01	2.000000e-01	4.962697e+73	6.596555e-11
120	1.159007e+77	5.000000e-01	1.950000e-01	4.962697e+73	3.161339e-12
120	1.159007e+77	1.500000e+00	2.000000e-01	-6.418234e+71	-8.531297e-13
120	1.159007e+77	1.500000e+00	1.950000e-01	-6.418234e+71	-4.088546e-14

122	2.838972e+78	-2.000000e+00	2.000000e-01	9.012753e+83	4.792001e-02
122	2.838972e+78	-2.000000e+00	1.950000e-01	9.012753e+83	2.183132e-03
122	2.838972e+78	-1.500000e+00	2.000000e-01	2.157243e+82	1.146987e-03
122	2.838972e+78	-1.500000e+00	1.950000e-01	2.157243e+82	5.225425e-05
122	2.838972e+78	-1.000000e+00	2.000000e-01	3.432466e+80	1.825012e-05
122	2.838972e+78	-1.000000e+00	1.950000e-01	3.432466e+80	8.314360e-07
122	2.838972e+78	-5.000000e-01	2.000000e-01	2.544271e+78	1.352767e-07
122	2.838972e+78	-5.000000e-01	1.950000e-01	2.544271e+78	6.162913e-09
122	2.838972e+78	5.000000e-01	2.000000e-01	1.185782e+75	6.304699e-11
122	2.838972e+78	5.000000e-01	1.950000e-01	1.185782e+75	2.872284e-12
122	2.838972e+78	1.500000e+00	2.000000e-01	-1.508079e+73	-8.018323e-13
122	2.838972e+78	1.500000e+00	1.950000e-01	-1.508079e+73	-3.652975e-14

124	6.956842e+79	-2.000000e+00	2.000000e-01	2.317224e+85	4.928191e-02
124	6.956842e+79	-2.000000e+00	1.950000e-01	2.317224e+85	2.134322e-03
124	6.956842e+79	-1.500000e+00	2.000000e-01	5.459349e+83	1.161075e-03
124	6.956842e+79	-1.500000e+00	1.950000e-01	5.459349e+83	5.028433e-05
124	6.956842e+79	-1.000000e+00	2.000000e-01	8.550326e+81	1.818453e-05
124	6.956842e+79	-1.000000e+00	1.950000e-01	8.550326e+81	7.875433e-07
124	6.956842e+79	-5.000000e-01	2.000000e-01	6.240526e+79	1.327213e-07
124	6.956842e+79	-5.000000e-01	1.950000e-01	6.240526e+79	5.747951e-09
124	6.956842e+79	5.000000e-01	2.000000e-01	2.835590e+76	6.030633e-11
124	6.956842e+79	5.000000e-01	1.950000e-01	2.835590e+76	2.611772e-12
124	6.956842e+79	1.500000e+00	2.000000e-01	-3.547350e+74	-7.544379e-13
124	6.956842e+79	1.500000e+00	1.950000e-01	-3.547350e+74	-3.267351e-14

126	1.705423e+81	-2.000000e+00	2.000000e-01	5.955507e+86	5.066385e-02
126	1.705423e+81	-2.000000e+00	1.950000e-01	5.955507e+86	2.085834e-03
126	1.705423e+81	-1.500000e+00	2.000000e-01	1.381432e+85	1.175193e-03
126	1.705423e+81	-1.500000e+00	1.950000e-01	1.381432e+85	4.838276e-05
126	1.705423e+81	-1.000000e+00	2.000000e-01	2.130164e+83	1.812143e-05
126	1.705423e+81	-1.000000e+00	1.950000e-01	2.130164e+83	7.460604e-07
126	1.705423e+81	-5.000000e-01	2.000000e-01	1.531221e+81	1.302619e-07
126	1.705423e+81	-5.000000e-01	1.950000e-01	1.531221e+81	5.362890e-09
126	1.705423e+81	5.000000e-01	2.000000e-01	6.786112e+77	5.772985e-11
126	1.705423e+81	5.000000e-01	1.950000e-01	6.786112e+77	2.376742e-12
126	1.705423e+81	1.500000e+00	2.000000e-01	-8.352935e+75	-7.105892e-13
126	1.705423e+81	1.500000e+00	1.950000e-01	-8.352935e+75	-2.925500e-14

128	4.182293e+82	-2.000000e+00	2.000000e-01	1.530077e+88	5.206582e-02
128	4.182293e+82	-2.000000e+00	1.950000e-01	1.530077e+88	2.037715e-03
128	4.182293e+82	-1.500000e+00	2.000000e-01	3.495149e+86	1.189338e-03
128	4.182293e+82	-1.500000e+00	1.950000e-01	3.495149e+86	4.654746e-05
128	4.182293e+82	-1.000000e+00	2.000000e-01	5.307554e+84	1.806067e-05
128	4.182293e+82	-1.000000e+00	1.950000e-01	5.307554e+84	7.068458e-07
128	4.182293e+82	-5.000000e-01	2.000000e-01	3.758437e+82	1.278930e-07
128	4.182293e+82	-5.000000e-01	1.950000e-01	3.758437e+82	5.005386e-09
128	4.182293e+82	5.000000e-01	2.000000e-01	1.625271e+79	5.530512e-11
128	4.182293e+82	5.000000e-01	1.950000e-01	1.625271e+79	2.164493e-12
128	4.182293e+82	1.500000e+00	2.000000e-01	-1.968856e+77	-6.699669e-13
128	4.182293e+82	1.500000e+00	1.950000e-01	-1.968856e+77	-2.622069e-14

130	1.026014e+84	-2.000000e+00	2.000000e-01	3.929663e+89	5.348780e-02
130	1.026014e+84	-2.000000e+00	1.950000e-01	3.929663e+89	1.990008e-03
130	1.026014e+84	-1.500000e+00	2.000000e-01	8.841986e+87	1.203509e-03
130	1.026014e+84	-1.500000e+00	1.950000e-01	8.841986e+87	4.477641e-05
130	1.026014e+84	-1.000000e+00	2.000000e-01	1.322588e+86	1.800213e-05
130	1.026014e+84	-1.000000e+00	1.950000e-01	1.322588e+86	6.697673e-07
130	1.026014e+84	-5.000000e-01	2.000000e-01	9.228349e+83	1.256098e-07
130	1.026014e+84	-5.000000e-01	1.950000e-01	9.228349e+83	4.673298e-09
130	1.026014e+84	5.000000e-01	2.000000e-01	3.895353e+80	5.302080e-11
130	1.026014e+84	5.000000e-01	1.950000e-01	3.895353e+80	1.972633e-12
130	1.026014e+84	1.500000e+00	2.000000e-01	-4.645300e+78	-6.322854e-13
130	1.026014e+84	1.500000e+00	1.950000e-01	-4.645300e+78	-2.352411e-14

132	2.517927e+85	-2.000000e+00	2.000000e-01	1.008901e+91	5.492979e-02
132	2.517927e+85	-2.000000e+00	1.950000e-01	1.008901e+91	1.942751e-03
132	2.517927e+85	-1.500000e+00	2.000000e-01	2.236570e+89	1.217705e-03
132	2.517927e+85	-1.500000e+00	1.950000e-01	2.236570e+89	4.306765e-05
132	2.517927e+85	-1.000000e+00	2.000000e-01	3.296103e+87	1.794569e-05
132	2.517927e+85	-1.000000e+00	1.950000e-01	3.296103e+87	6.347014e-07
132	2.517927e+85	-5.000000e-01	2.000000e-01	2.266640e+85	1.234076e-07
132	2.517927e+85	-5.000000e-01	1.950000e-01	2.266640e+85	4.364668e-09
132	2.517927e+85	5.000000e-01	2.000000e-01	9.342721e+81	5.086661e-11
132	2.517927e+85	5.000000e-01	1.950000e-01	9.342721e+81	1.799045e-12
132	2.517927e+85	1.500000e+00	2.000000e-01	-1.097045e+80	-5.972883e-13
132	2.517927e+85	1.500000e+00	1.950000e-01	-1.097045e+80	-2.112483e-14

134	6.181276e+86	-2.000000e+00	2.000000e-01	2.589383e+92	5.639178e-02
134	6.181276e+86	-2.000000e+00	1.950000e-01	2.589383e+92	1.895982e-03
134	6.181276e+86	-1.500000e+00	2.000000e-01	5.656717e+90	1.231924e-03
134	6.181276e+86	-1.500000e+00	1.950000e-01	5.656717e+90	4.141926e-05
134	6.181276e+86	-1.000000e+00	2.000000e-01	8.215255e+88	1.789124e-05
134	6.181276e+86	-1.000000e+00	1.950000e-01	8.215255e+88	6.015323e-07
134	6.181276e+86	-5.000000e-01	2.000000e-01	5.569008e+86	1.212823e-07
134	6.181276e+86	-5.000000e-01	1.950000e-01	5.569008e+86	4.077705e-09
134	6.181276e+86	5.000000e-01	2.000000e-01	2.242309e+83	4.883316e-11
134	6.181276e+86	5.000000e-01	1.950000e-01	2.242309e+83	1.641849e-12
134	6.181276e+86	1.500000e+00	2.000000e-01	-2.593183e+81	-5.647452e-13
134	6.181276e+86	1.500000e+00	1.950000e-01	-2.593183e+81	-1.898764e-14

136	1.517936e+88	-2.000000e+00	2.000000e-01	6.643581e+93	5.787375e-02
136	1.517936e+88	-2.000000e+00	1.950000e-01	6.643581e+93	1.849734e-03
136	1.517936e+88	-1.500000e+00	2.000000e-01	1.430528e+92	1.246165e-03
136	1.517936e+88	-1.500000e+00	1.950000e-01	1.430528e+92	3.982937e-05
136	1.517936e+88	-1.000000e+00	2.000000e-01	2.047780e+90	1.783868e-05
136	1.517936e+88	-1.000000e+00	1.950000e-01	2.047780e+90	5.701516e-07
136	1.517936e+88	-5.000000e-01	2.000000e-01	1.368690e+88	1.192297e-07
136	1.517936e+88	-5.000000e-01	1.950000e-01	1.368690e+88	3.810767e-09
136	1.517936e+88	5.000000e-01	2.000000e-01	5.385218e+84	4.691186e-11
136	1.517936e+88	5.000000e-01	1.950000e-01	5.385218e+84	1.499375e-12
136	1.517936e+88	1.500000e+00	2.000000e-01	-6.135174e+82	-5.344490e-13
136	1.517936e+88	1.500000e+00	1.950000e-01	-6.135174e+82	-1.708181e-14

138	3.728759e+89	-2.000000e+00	2.000000e-01	1.703999e+95	5.937570e-02
138	3.728759e+89	-2.000000e+00	1.950000e-01	1.703999e+95	1.804038e-03
138	3.728759e+89	-1.500000e+00	2.000000e-01	3.617251e+93	1.260428e-03
138	3.728759e+89	-1.500000e+00	1.950000e-01	3.617251e+93	3.829615e-05
138	3.728759e+89	-1.000000e+00	2.000000e-01	5.104878e+91	1.778790e-05
138	3.728759e+89	-1.000000e+00	1.950000e-01	5.104878e+91	5.404577e-07
138	3.728759e+89	-5.000000e-01	2.000000e-01	3.364806e+89	1.172464e-07
138	3.728759e+89	-5.000000e-01	1.950000e-01	3.364806e+89	3.562348e-09
138	3.728759e+89	5.000000e-01	2.000000e-01	1.294160e+86	4.509489e-11
138	3.728759e+89	5.000000e-01	1.950000e-01	1.294160e+86	1.370138e-12
138	3.728759e+89	1.500000e+00	2.000000e-01	-1.452759e+84	-5.062127e-13
138	3.728759e+89	1.500000e+00	1.950000e-01	-1.452759e+84	-1.538048e-14

140	9.162328e+90	-2.000000e+00	2.000000e-01	4.369191e+96	6.089763e-02
140	9.162328e+90	-2.000000e+00	1.950000e-01	4.369191e+96	1.758922e-03
140	9.162328e+90	-1.500000e+00	2.000000e-01	9.145603e+94	1.274711e-03
140	9.162328e+90	-1.500000e+00	1.950000e-01	9.145603e+94	3.681781e-05
140	9.162328e+90	-1.000000e+00	2.000000e-01	1.272699e+93	1.773883e-05
140	9.162328e+90	-1.000000e+00	1.950000e-01	1.272699e+93	5.123552e-07
140	9.162328e+90	-5.000000e-01	2.000000e-01	8.274427e+90	1.153287e-07
140	9.162328e+90	-5.000000e-01	1.950000e-01	8.274427e+90	3.331068e-09
140	9.162328e+90	5.000000e-01	2.000000e-01	3.112007e+87	4.337505e-11
140	9.162328e+90	5.000000e-01	1.950000e-01	3.112007e+87	1.252813e-12
140	9.162328e+90	1.500000e+00	2.000000e-01	-3.442881e+85	-4.798675e-13
140	9.162328e+90	1.500000e+00	1.950000e-01	-3.442881e+85	-1.386014e-14

142	2.252028e+92	-2.000000e+00	2.000000e-01	1.119954e+98	6.243952e-02
142	2.252028e+92	-2.000000e+00	1.950000e-01	1.119954e+98	1.714411e-03
142	2.252028e+92	-1.500000e+00	2.000000e-01	2.312053e+96	1.289013e-03
142	2.252028e+92	-1.500000e+00	1.950000e-01	2.312053e+96	3.539262e-05
142	2.252028e+92	-1.000000e+00	2.000000e-01	3.173234e+94	1.769137e-05
142	2.252028e+92	-1.000000e+00	1.950000e-01	3.173234e+94	4.857546e-07
142	2.252028e+92	-5.000000e-01	2.000000e-01	2.035330e+92	1.134735e-07
142	2.252028e+92	-5.000000e-01	1.950000e-01	2.035330e+92	3.115658e-09
142	2.252028e+92	5.000000e-01	2.000000e-01	7.487782e+88	4.174578e-11
142	2.252028e+92	5.000000e-01	1.950000e-01	7.487782e+88	1.146220e-12
142	2.252028e+92	1.500000e+00	2.000000e-01	-8.165841e+86	-4.552608e-13
142	2.252028e+92	1.500000e+00	1.950000e-01	-8.165841e+86	-1.250016e-14

144	5.536866e+93	-2.000000e+00	2.000000e-01	2.869921e+99	6.400137e-02
144	5.536866e+93	-2.000000e+00	1.950000e-01	2.869921e+99	1.670529e-03
144	5.536866e+93	-1.500000e+00	2.000000e-01	5.844347e+97	1.303333e-03
144	5.536866e+93	-1.500000e+00	1.950000e-01	5.844347e+97	3.401888e-05
144	5.536866e+93	-1.000000e+00	2.000000e-01	7.912495e+95	1.764545e-05
144	5.536866e+93	-1.000000e+00	1.950000e-01	7.912495e+95	4.605719e-07
144	5.536866e+93	-5.000000e-01	2.000000e-01	5.007800e+93	1.116777e-07
144	5.536866e+93	-5.000000e-01	1.950000e-01	5.007800e+93	2.914950e-09
144	5.536866e+93	5.000000e-01	2.000000e-01	1.802676e+90	4.020101e-11
144	5.536866e+93	5.000000e-01	1.950000e-01	1.802676e+90	1.049305e-12
144	5.536866e+93	1.500000e+00	2.000000e-01	-1.938296e+88	-4.322543e-13
144	5.536866e+93	1.500000e+00	1.950000e-01	-1.938296e+88	-1.128247e-14

146	1.361672e+95	-2.000000e+00	2.000000e-01	7.352128e+100	6.558317e-02
146	1.361672e+95	-2.000000e+00	1.950000e-01	7.352128e+100	1.627295e-03
146	1.361672e+95	-1.500000e+00	2.000000e-01	1.477160e+99	1.317670e-03
146	1.361672e+95	-1.500000e+00	1.950000e-01	1.477160e+99	3.269495e-05
146	1.361672e+95	-1.000000e+00	2.000000e-01	1.973140e+97	1.760100e-05
146	1.361672e+95	-1.000000e+00	1.950000e-01	1.973140e+97	4.367282e-07
146	1.361672e+95	-5.000000e-01	2.000000e-01	1.232453e+95	1.099385e-07
146	1.361672e+95	-5.000000e-01	1.950000e-01	1.232453e+95	2.727871e-09
146	1.361672e+95	5.000000e-01	2.000000e-01	4.342366e+91	3.873520e-11
146	1.361672e+95	5.000000e-01	1.950000e-01	4.342366e+91	9.611246e-13
146	1.361672e+95	1.500000e+00	2.000000e-01	-4.604359e+89	-4.107226e-13
146	1.361672e+95	1.500000e+00	1.950000e-01	-4.604359e+89	-1.019113e-14

148	3.349620e+96	-2.000000e+00	2.000000e-01	1.882923e+102	6.718492e-02
148	3.349620e+96	-2.000000e+00	1.950000e-01	1.882923e+102	1.584729e-03
148	3.349620e+96	-1.500000e+00	2.000000e-01	3.733128e+100	1.332024e-03
148	3.349620e+96	-1.500000e+00	1.950000e-01	3.733128e+100	3.141921e-05
148	3.349620e+96	-1.000000e+00	2.000000e-01	4.920783e+98	1.755794e-05
148	3.349620e+96	-1.000000e+00	1.950000e-01	4.920783e+98	4.141491e-07
148	3.349620e+96	-5.000000e-01	2.000000e-01	3.033905e+96	1.082533e-07
148	3.349620e+96	-5.000000e-01	1.950000e-01	3.033905e+96	2.553433e-09
148	3.349620e+96	5.000000e-01	2.000000e-01	1.046580e+93	3.734322e-11
148	3.349620e+96	5.000000e-01	1.950000e-01	1.046580e+93	8.808356e-13
148	3.349620e+96	1.500000e+00	2.000000e-01	-1.094558e+91	-3.905515e-13
148	3.349620e+96	1.500000e+00	1.950000e-01	-1.094558e+91	-9.212159e-15

150	8.241941e+97	-2.000000e+00	2.000000e-01	4.820930e+103	6.880661e-02
150	8.241941e+97	-2.000000e+00	1.950000e-01	4.820930e+103	1.542846e-03
150	8.241941e+97	-1.500000e+00	2.000000e-01	9.433500e+101	1.346394e-03
150	8.241941e+97	-1.500000e+00	1.950000e-01	9.433500e+101	3.019010e-05
150	8.241941e+97	-1.000000e+00	2.000000e-01	1.227272e+100	1.751622e-05
150	8.241941e+97	-1.000000e+00	1.950000e-01	1.227272e+100	3.927649e-07
150	8.241941e+97	-5.000000e-01	2.000000e-01	7.470297e+97	1.066196e-07
150	8.241941e+97	-5.000000e-01	1.950000e-01	7.470297e+97	2.390725e-09
150	8.241941e+97	5.000000e-01	2.000000e-01	2.523763e+94	3.602035e-11
150	8.241941e+97	5.000000e-01	1.950000e-01	2.523763e+94	8.076817e-13
150	8.241941e+97	1.500000e+00	2.000000e-01	-2.603875e+92	-3.716374e-13
150	8.241941e+97	1.500000e+00	1.950000e-01	-2.603875e+92	-8.333199e-15

152	2.028481e+99	-2.000000e+00	2.000000e-01	1.233988e+105	7.044824e-02
152	2.028481e+99	-2.000000e+00	1.950000e-01	1.233988e+105	1.501660e-03
152	2.028481e+99	-1.500000e+00	2.000000e-01	2.383572e+103	1.360779e-03
152	2.028481e+99	-1.500000e+00	1.950000e-01	2.383572e+103	2.900609e-05
152	2.028481e+99	-1.000000e+00	2.000000e-01	3.061095e+101	1.747576e-05
152	2.028481e+99	-1.000000e+00	1.950000e-01	3.061095e+101	3.725098e-07
152	2.028481e+99	-5.000000e-01	2.000000e-01	1.839819e+99	1.050351e-07
152	2.028481e+99	-5.000000e-01	1.950000e-01	1.839819e+99	2.238907e-09
152	2.028481e+99	5.000000e-01	2.000000e-01	6.089034e+95	3.476224e-11
152	2.028481e+99	5.000000e-01	1.950000e-01	6.089034e+95	7.409849e-13
152	2.028481e+99	1.500000e+00	2.000000e-01	-6.198746e+93	-3.538858e-13
152	2.028481e+99	1.500000e+00	1.950000e-01	-6.198746e+93	-7.543358e-15

154	4.993632e+100	-2.000000e+00	2.000000e-01	3.157730e+106	7.210980e-02
154	4.993632e+100	-2.000000e+00	1.950000e-01	3.157730e+106	1.461185e-03
154	4.993632e+100	-1.500000e+00	2.000000e-01	6.021985e+104	1.375178e-03
154	4.993632e+100	-1.500000e+00	1.950000e-01	6.021985e+104	2.786569e-05
154	4.993632e+100	-1.000000e+00	2.000000e-01	7.635552e+102	1.743652e-05
154	4.993632e+100	-1.000000e+00	1.950000e-01	7.635552e+102	3.533219e-07
154	4.993632e+100	-5.000000e-01	2.000000e-01	4.532215e+100	1.034975e-07
154	4.993632e+100	-5.000000e-01	1.950000e-01	4.532215e+100	2.097204e-09
154	4.993632e+100	5.000000e-01	2.000000e-01	1.469825e+97	3.356487e-11
154	4.993632e+100	5.000000e-01	1.950000e-01	1.469825e+97	6.801360e-13
154	4.993632e+100	1.500000e+00	2.000000e-01	-1.476664e+95	-3.372105e-13
154	4.993632e+100	1.500000e+00	1.950000e-01	-1.476664e+95	-6.833008e-15

156	1.229598e+102	-2.000000e+00	2.000000e-01	8.078407e+107	7.379128e-02
156	1.229598e+102	-2.000000e+00	1.950000e-01	8.078407e+107	1.421429e-03
156	1.229598e+102	-1.500000e+00	2.000000e-01	1.521275e+106	1.389591e-03
156	1.229598e+102	-1.500000e+00	1.950000e-01	1.521275e+106	2.676746e-05
156	1.229598e+102	-1.000000e+00	2.000000e-01	1.904719e+104	1.739844e-05
156	1.229598e+102	-1.000000e+00	1.950000e-01	1.904719e+104	3.351431e-07
156	1.229598e+102	-5.000000e-01	2.000000e-01	1.116712e+102	1.020048e-07
156	1.229598e+102	-5.000000e-01	1.950000e-01	1.116712e+102	1.964901e-09
156	1.229598e+102	5.000000e-01	2.000000e-01	3.549720e+98	3.242451e-11
156	1.229598e+102	5.000000e-01	1.950000e-01	3.549720e+98	6.245877e-13
156	1.229598e+102	1.500000e+00	2.000000e-01	-3.520026e+96	-3.215327e-13
156	1.229598e+102	1.500000e+00	1.950000e-01	-3.520026e+96	-6.193630e-15

158	3.028363e+103	-2.000000e+00	2.000000e-01	2.066168e+109	7.549268e-02
158	3.028363e+103	-2.000000e+00	1.950000e-01	2.066168e+109	1.382401e-03
158	3.028363e+103	-1.500000e+00	2.000000e-01	3.842671e+107	1.404017e-03
158	3.028363e+103	-1.500000e+00	1.950000e-01	3.842671e+107	2.570998e-05
158	3.028363e+103	-1.000000e+00	2.000000e-01	4.751679e+105	1.736147e-05
158	3.028363e+103	-1.000000e+00	1.950000e-01	4.751679e+105	3.179184e-07
158	3.028363e+103	-5.000000e-01	2.000000e-01	2.752102e+103	1.005550e-07
158	3.028363e+103	-5.000000e-01	1.950000e-01	2.752102e+103	1.841336e-09
158	3.028363e+103	5.000000e-01	2.000000e-01	8.576853e+99	3.133771e-11
158	3.028363e+103	5.000000e-01	1.950000e-01	8.576853e+99	5.738476e-13
158	3.028363e+103	1.500000e+00	2.000000e-01	-8.396309e+97	-3.067805e-13
158	3.028363e+103	1.500000e+00	1.950000e-01	-8.396309e+97	-5.617680e-15

160	7.460157e+104	-2.000000e+00	2.000000e-01	5.283197e+110	7.721401e-02
160	7.460157e+104	-2.000000e+00	1.950000e-01	5.283197e+110	1.344109e-03
160	7.460157e+104	-1.500000e+00	2.000000e-01	9.705471e+108	1.418456e-03
160	7.460157e+104	-1.500000e+00	1.950000e-01	9.705471e+108	2.469190e-05
160	7.460157e+104	-1.000000e+00	2.000000e-01	1.185463e+107	1.732556e-05
160	7.460157e+104	-1.000000e+00	1.950000e-01	1.185463e+107	3.015961e-07
160	7.460157e+104	-5.000000e-01	2.000000e-01	6.783871e+104	9.914638e-08
160	7.460157e+104	-5.000000e-01	1.950000e-01	6.783871e+104	1.725899e-09
160	7.460157e+104	5.000000e-01	2.000000e-01	2.073299e+101	3.030129e-11
160	7.460157e+104	5.000000e-01	1.950000e-01	2.073299e+101	5.274723e-13
160	7.460157e+104	1.500000e+00	2.000000e-01	-2.004019e+99	-2.928878e-13
160	7.460157e+104	1.500000e+00	1.950000e-01	-2.004019e+99	-5.098468e-15

162	1.838148e+106	-2.000000e+00	2.000000e-01	1.350584e+112	7.895524e-02
162	1.838148e+106	-2.000000e+00	1.950000e-01	1.350584e+112	1.306558e-03
162	1.838148e+106	-1.500000e+00	2.000000e-01	2.451087e+110	1.432907e-03
162	1.838148e+106	-1.500000e+00	1.950000e-01	2.451087e+110	2.371187e-05
162	1.838148e+106	-1.000000e+00	2.000000e-01	2.957688e+108	1.729066e-05
162	1.838148e+106	-1.000000e+00	1.950000e-01	2.957688e+108	2.861274e-07
162	1.838148e+106	-5.000000e-01	2.000000e-01	1.672545e+106	9.777710e-08
162	1.838148e+106	-5.000000e-01	1.950000e-01	1.672545e+106	1.618024e-09
162	1.838148e+106	5.000000e-01	2.000000e-01	5.014068e+102	2.931228e-11
162	1.838148e+106	5.000000e-01	1.950000e-01	5.014068e+102	4.850621e-13
162	1.838148e+106	1.500000e+00	2.000000e-01	-4.786073e+100	-2.797941e-13
