2n	Momentum	Exponent	Input Uncertainty	Term	Variance
54	2.624785e+31	1.500000e+00	1.950000e-01	-1.092785e+27	-5.016536e-12

56	6.183237e+32	-2.000000e+00	2.000000e-01	2.001922e+37	1.442537e-02
56	6.183237e+32	-2.000000e+00	1.950000e-01	2.001922e+37	3.494503e-03
56	6.183237e+32	-1.500000e+00	2.000000e-01	1.010563e+36	7.281874e-04
56	6.183237e+32	-1.500000e+00	1.950000e-01	1.010563e+36	1.764012e-04
56	6.183237e+32	-1.000000e+00	2.000000e-01	3.394635e+34	2.446092e-05
56	6.183237e+32	-1.000000e+00	1.950000e-01	3.394635e+34	5.925587e-06
56	6.183237e+32	-5.000000e-01	2.000000e-01	5.236081e+32	3.772994e-07
56	6.183237e+32	-5.000000e-01	1.950000e-01	5.236081e+32	9.139967e-08
56	6.183237e+32	5.000000e-01	2.000000e-01	8.331511e+29	6.003486e-10
56	6.183237e+32	5.000000e-01	1.950000e-01	8.331511e+29	1.454327e-10
56	6.183237e+32	1.500000e+00	2.000000e-01	-2.347285e+28	-1.691397e-11
56	6.183237e+32	1.500000e+00	1.950000e-01	-2.347285e+28	-4.097360e-12

58	1.461175e+34	-2.000000e+00	2.000000e-01	5.238754e+38	1.509968e-02
58	1.461175e+34	-2.000000e+00	1.950000e-01	5.238754e+38	3.477246e-03
58	1.461175e+34	-1.500000e+00	2.000000e-01	2.558575e+37	7.374591e-04
58	1.461175e+34	-1.500000e+00	1.950000e-01	2.558575e+37	1.698266e-04
58	1.461175e+34	-1.000000e+00	2.000000e-01	8.314235e+35	2.396415e-05
58	1.461175e+34	-1.000000e+00	1.950000e-01	8.314235e+35	5.518610e-06
58	1.461175e+34	-5.000000e-01	2.000000e-01	1.241244e+34	3.577642e-07
58	1.461175e+34	-5.000000e-01	1.950000e-01	1.241244e+34	8.238812e-08
58	1.461175e+34	5.000000e-01	2.000000e-01	1.867509e+31	5.382727e-10
58	1.461175e+34	5.000000e-01	1.950000e-01	1.867509e+31	1.239567e-10
58	1.461175e+34	1.500000e+00	2.000000e-01	-5.074466e+29	-1.462615e-11
58	1.461175e+34	1.500000e+00	1.950000e-01	-5.074466e+29	-3.368199e-12

60	3.462761e+35	-2.000000e+00	2.000000e-01	1.370194e+40	1.579726e-02
60	3.462761e+35	-2.000000e+00	1.950000e-01	1.370194e+40	3.458269e-03
60	3.462761e+35	-1.500000e+00	2.000000e-01	6.481333e+38	7.472468e-04
60	3.462761e+35	-1.500000e+00	1.950000e-01	6.481333e+38	1.635841e-04
60	3.462761e+35	-1.000000e+00	2.000000e-01	2.039613e+37	2.351514e-05
60	3.462761e+35	-1.000000e+00	1.950000e-01	2.039613e+37	5.147833e-06
60	3.462761e+35	-5.000000e-01	2.000000e-01	2.950317e+35	3.401484e-07
60	3.462761e+35	-5.000000e-01	1.950000e-01	2.950317e+35	7.446383e-08
60	3.462761e+35	5.000000e-01	2.000000e-01	4.205482e+32	4.848590e-10
60	3.462761e+35	5.000000e-01	1.950000e-01	4.205482e+32	1.061433e-10
60	3.462761e+35	1.500000e+00	2.000000e-01	-1.103517e+31	-1.272269e-11
60	3.462761e+35	1.500000e+00	1.950000e-01	-1.103517e+31	-2.785196e-12

62	8.227406e+36	-2.000000e+00	2.000000e-01	3.581704e+41	1.651769e-02
62	8.227406e+36	-2.000000e+00	1.950000e-01	3.581704e+41	3.437443e-03
62	8.227406e+36	-1.500000e+00	2.000000e-01	1.642531e+40	7.574837e-04
62	8.227406e+36	-1.500000e+00	1.950000e-01	1.642531e+40	1.576375e-04
62	8.227406e+36	-1.000000e+00	2.000000e-01	5.010627e+38	2.310744e-05
62	8.227406e+36	-1.000000e+00	1.950000e-01	5.010627e+38	4.808814e-06
62	8.227406e+36	-5.000000e-01	2.000000e-01	7.029651e+36	3.241854e-07
62	8.227406e+36	-5.000000e-01	1.950000e-01	7.029651e+36	6.746518e-08
62	8.227406e+36	5.000000e-01	2.000000e-01	9.510831e+33	4.386097e-10
62	8.227406e+36	5.000000e-01	1.950000e-01	9.510831e+33	9.127763e-11
62	8.227406e+36	1.500000e+00	2.000000e-01	-2.412849e+32	-1.112730e-11
62	8.227406e+36	1.500000e+00	1.950000e-01	-2.412849e+32	-2.315667e-12

64	1.959407e+38	-2.000000e+00	2.000000e-01	9.356994e+42	1.726061e-02
64	1.959407e+38	-2.000000e+00	1.950000e-01	9.356994e+42	3.414692e-03
64	1.959407e+38	-1.500000e+00	2.000000e-01	4.163953e+41	7.681137e-04
64	1.959407e+38	-1.500000e+00	1.950000e-01	4.163953e+41	1.519571e-04
64	1.959407e+38	-1.000000e+00	2.000000e-01	1.232505e+40	2.273571e-05
64	1.959407e+38	-1.000000e+00	1.950000e-01	1.232505e+40	4.497839e-06
64	1.959407e+38	-5.000000e-01	2.000000e-01	1.678646e+38	3.096555e-07
64	1.959407e+38	-5.000000e-01	1.950000e-01	1.678646e+38	6.125960e-08
64	1.959407e+38	5.000000e-01	2.000000e-01	2.159361e+35	3.983319e-10
64	1.959407e+38	5.000000e-01	1.950000e-01	2.159361e+35	7.880258e-11
64	1.959407e+38	1.500000e+00	2.000000e-01	-5.302302e+33	-9.781021e-12
64	1.959407e+38	1.500000e+00	1.950000e-01	-5.302302e+33	-1.934994e-12

66	4.676500e+39	-2.000000e+00	2.000000e-01	2.442938e+44	1.802570e-02
66	4.676500e+39	-2.000000e+00	1.950000e-01	2.442938e+44	3.389978e-03
66	4.676500e+39	-1.500000e+00	2.000000e-01	1.055864e+43	7.790898e-04
66	4.676500e+39	-1.500000e+00	1.950000e-01	1.055864e+43	1.465184e-04
66	4.676500e+39	-1.000000e+00	2.000000e-01	3.035151e+41	2.239546e-05
66	4.676500e+39	-1.000000e+00	1.950000e-01	3.035151e+41	4.211770e-06
66	4.676500e+39	-5.000000e-01	2.000000e-01	4.016636e+39	2.963754e-07
66	4.676500e+39	-5.000000e-01	1.950000e-01	4.016636e+39	5.573741e-08
66	4.676500e+39	5.000000e-01	2.000000e-01	4.920479e+36	3.630672e-10
66	4.676500e+39	5.000000e-01	1.950000e-01	4.920479e+36	6.827971e-11
66	4.676500e+39	1.500000e+00	2.000000e-01	-1.170638e+35	-8.637783e-12
66	4.676500e+39	1.500000e+00	1.950000e-01	-1.170638e+35	-1.624452e-12

68	1.118343e+41	-2.000000e+00	2.000000e-01	6.373996e+45	1.881271e-02
68	1.118343e+41	-2.000000e+00	1.950000e-01	6.373996e+45	3.363298e-03
68	1.118343e+41	-1.500000e+00	2.000000e-01	2.677884e+44	7.903719e-04
68	1.118343e+41	-1.500000e+00	1.950000e-01	2.677884e+44	1.413010e-04
68	1.118343e+41	-1.000000e+00	2.000000e-01	7.481987e+42	2.208293e-05
68	1.118343e+41	-1.000000e+00	1.950000e-01	7.481987e+42	3.947940e-06
68	1.118343e+41	-5.000000e-01	2.000000e-01	9.628793e+40	2.841918e-07
68	1.118343e+41	-5.000000e-01	1.950000e-01	9.628793e+40	5.080722e-08
68	1.118343e+41	5.000000e-01	2.000000e-01	1.124992e+38	3.320391e-10
68	1.118343e+41	5.000000e-01	1.950000e-01	1.124992e+38	5.936127e-11
68	1.118343e+41	1.500000e+00	2.000000e-01	-2.595745e+36	-7.661288e-12
68	1.118343e+41	1.500000e+00	1.950000e-01	-2.595745e+36	-1.369669e-12

70	2.679287e+42	-2.000000e+00	2.000000e-01	1.661999e+47	1.962142e-02
70	2.679287e+42	-2.000000e+00	1.950000e-01	1.661999e+47	3.334675e-03
70	2.679287e+42	-1.500000e+00	2.000000e-01	6.792576e+45	8.019259e-04
70	2.679287e+42	-1.500000e+00	1.950000e-01	6.792576e+45	1.362879e-04
70	2.679287e+42	-1.000000e+00	2.000000e-01	1.846100e+44	2.179490e-05
70	2.679287e+42	-1.000000e+00	1.950000e-01	1.846100e+44	3.704059e-06
70	2.679287e+42	-5.000000e-01	2.000000e-01	2.312189e+42	2.729751e-07
70	2.679287e+42	-5.000000e-01	1.950000e-01	2.312189e+42	4.639232e-08
70	2.679287e+42	5.000000e-01	2.000000e-01	2.580176e+39	3.046134e-10
70	2.679287e+42	5.000000e-01	1.950000e-01	2.580176e+39	5.176927e-11
70	2.679287e+42	1.500000e+00	2.000000e-01	-5.779029e+37	-6.822674e-12
70	2.679287e+42	1.500000e+00	1.950000e-01	-5.779029e+37	-1.159519e-12

72	6.429737e+43	-2.000000e+00	2.000000e-01	4.330800e+48	2.045162e-02
72	6.429737e+43	-2.000000e+00	1.950000e-01	4.330800e+48	3.304153e-03
72	6.429737e+43	-1.500000e+00	2.000000e-01	1.723124e+47	8.137224e-04
72	6.429737e+43	-1.500000e+00	1.950000e-01	1.723124e+47	1.314645e-04
72	6.429737e+43	-1.000000e+00	2.000000e-01	4.558867e+45	2.152864e-05
72	6.429737e+43	-1.000000e+00	1.950000e-01	4.558867e+45	3.478155e-06
72	6.429737e+43	-5.000000e-01	2.000000e-01	5.561093e+43	2.626152e-07
72	6.429737e+43	-5.000000e-01	1.950000e-01	5.561093e+43	4.242796e-08
72	6.429737e+43	5.000000e-01	2.000000e-01	5.934908e+40	2.802681e-10
72	6.429737e+43	5.000000e-01	1.950000e-01	5.934908e+40	4.527996e-11
72	6.429737e+43	1.500000e+00	2.000000e-01	-1.291475e+39	-6.098816e-12
72	6.429737e+43	1.500000e+00	1.950000e-01	-1.291475e+39	-9.853213e-13

74	1.545408e+45	-2.000000e+00	2.000000e-01	1.127780e+50	2.130316e-02
74	1.545408e+45	-2.000000e+00	1.950000e-01	1.127780e+50	3.271791e-03
74	1.545408e+45	-1.500000e+00	2.000000e-01	4.371411e+48	8.257361e-04
74	1.545408e+45	-1.500000e+00	1.950000e-01	4.371411e+48	1.268186e-04
74	1.545408e+45	-1.000000e+00	2.000000e-01	1.126650e+47	2.128181e-05
74	1.545408e+45	-1.000000e+00	1.950000e-01	1.126650e+47	3.268512e-06
74	1.545408e+45	-5.000000e-01	2.000000e-01	1.339466e+45	2.530179e-07
74	1.545408e+45	-5.000000e-01	1.950000e-01	1.339466e+45	3.885911e-08
74	1.545408e+45	5.000000e-01	2.000000e-01	1.368865e+42	2.585713e-10
74	1.545408e+45	5.000000e-01	1.950000e-01	1.368865e+42	3.971201e-11
74	1.545408e+45	1.500000e+00	2.000000e-01	-2.896348e+40	-5.471046e-12
74	1.545408e+45	1.500000e+00	1.950000e-01	-2.896348e+40	-8.402566e-13

76	3.719812e+46	-2.000000e+00	2.000000e-01	2.934953e+51	2.217588e-02
76	3.719812e+46	-2.000000e+00	1.950000e-01	2.934953e+51	3.237662e-03
76	3.719812e+46	-1.500000e+00	2.000000e-01	1.109011e+50	8.379451e-04
76	3.719812e+46	-1.500000e+00	1.950000e-01	1.109011e+50	1.223394e-04
76	3.719812e+46	-1.000000e+00	2.000000e-01	2.786259e+48	2.105238e-05
76	3.719812e+46	-1.000000e+00	1.950000e-01	2.786259e+48	3.073632e-06
76	3.719812e+46	-5.000000e-01	2.000000e-01	3.230668e+46	2.441024e-07
76	3.719812e+46	-5.000000e-01	1.950000e-01	3.230668e+46	3.563878e-08
76	3.719812e+46	5.000000e-01	2.000000e-01	3.165292e+43	2.391627e-10
76	3.719812e+46	5.000000e-01	1.950000e-01	3.165292e+43	3.491759e-11
76	3.719812e+46	1.500000e+00	2.000000e-01	-6.517108e+41	-4.924188e-12
76	3.719812e+46	1.500000e+00	1.950000e-01	-6.517108e+41	-7.189280e-13

78	8.965680e+47	-2.000000e+00	2.000000e-01	7.633106e+52	2.306965e-02
78	8.965680e+47	-2.000000e+00	1.950000e-01	7.633106e+52	3.201850e-03
78	8.965680e+47	-1.500000e+00	2.000000e-01	2.813507e+51	8.503304e-04
78	8.965680e+47	-1.500000e+00	1.950000e-01	2.813507e+51	1.180179e-04
78	8.965680e+47	-1.000000e+00	2.000000e-01	6.894910e+49	2.083859e-05
78	8.965680e+47	-1.000000e+00	1.950000e-01	6.894910e+49	2.892200e-06
78	8.965680e+47	-5.000000e-01	2.000000e-01	7.801924e+47	2.357987e-07
78	8.965680e+47	-5.000000e-01	1.950000e-01	7.801924e+47	3.272664e-08
78	8.965680e+47	5.000000e-01	2.000000e-01	7.336778e+44	2.217405e-10
78	8.965680e+47	5.000000e-01	1.950000e-01	7.336778e+44	3.077550e-11
78	8.965680e+47	1.500000e+00	2.000000e-01	-1.470999e+43	-4.445823e-12
78	8.965680e+47	1.500000e+00	1.950000e-01	-1.470999e+43	-6.170384e-13

80	2.163669e+49	-2.000000e+00	2.000000e-01	1.983940e+54	2.398436e-02
80	2.163669e+49	-2.000000e+00	1.950000e-01	1.983940e+54	3.164444e-03
80	2.163669e+49	-1.500000e+00	2.000000e-01	7.137535e+52	8.628751e-04
80	2.163669e+49	-1.500000e+00	1.950000e-01	7.137535e+52	1.138458e-04
80	2.163669e+49	-1.000000e+00	2.000000e-01	1.707211e+51	2.063891e-05
80	2.163669e+49	-1.000000e+00	1.950000e-01	1.707211e+51	2.723053e-06
80	2.163669e+49	-5.000000e-01	2.000000e-01	1.886352e+49	2.280460e-07
80	2.163669e+49	-5.000000e-01	1.950000e-01	1.886352e+49	3.008789e-08
80	2.163669e+49	5.000000e-01	2.000000e-01	1.704406e+46	2.060500e-10
80	2.163669e+49	5.000000e-01	1.950000e-01	1.704406e+46	2.718579e-11
80	2.163669e+49	1.500000e+00	2.000000e-01	-3.330005e+44	-4.025729e-12
80	2.163669e+49	1.500000e+00	1.950000e-01	-3.330005e+44	-5.311459e-13

82	5.227671e+50	-2.000000e+00	2.000000e-01	5.153319e+55	2.491992e-02
82	5.227671e+50	-2.000000e+00	1.950000e-01	5.153319e+55	3.125541e-03
82	5.227671e+50	-1.500000e+00	2.000000e-01	1.810625e+54	8.755645e-04
82	5.227671e+50	-1.500000e+00	1.950000e-01	1.810625e+54	1.098163e-04
82	5.227671e+50	-1.000000e+00	2.000000e-01	4.229377e+52	2.045201e-05
82	5.227671e+50	-1.000000e+00	1.950000e-01	4.229377e+52	2.565160e-06
82	5.227671e+50	-5.000000e-01	2.000000e-01	4.565859e+50	2.207914e-07
82	5.227671e+50	-5.000000e-01	1.950000e-01	4.565859e+50	2.769240e-08
82	5.227671e+50	5.000000e-01	2.000000e-01	3.967895e+47	1.918756e-10
82	5.227671e+50	5.000000e-01	1.950000e-01	3.967895e+47	2.406569e-11
82	5.227671e+50	1.500000e+00	2.000000e-01	-7.559279e+45	-3.655443e-12
82	5.227671e+50	1.500000e+00	1.950000e-01	-7.559279e+45	-4.584780e-13

84	1.264455e+52	-2.000000e+00	2.000000e-01	1.337770e+57	2.587623e-02
84	1.264455e+52	-2.000000e+00	1.950000e-01	1.337770e+57	3.085239e-03
84	1.264455e+52	-1.500000e+00	2.000000e-01	4.592847e+55	8.883858e-04
84	1.264455e+52	-1.500000e+00	1.950000e-01	4.592847e+55	1.059228e-04
84	1.264455e+52	-1.000000e+00	2.000000e-01	1.048281e+54	2.027671e-05
84	1.264455e+52	-1.000000e+00	1.950000e-01	1.048281e+54	2.417604e-06
84	1.264455e+52	-5.000000e-01	2.000000e-01	1.106294e+52	2.139883e-07
84	1.264455e+52	-5.000000e-01	1.950000e-01	1.106294e+52	2.551396e-08
84	1.264455e+52	5.000000e-01	2.000000e-01	9.255817e+48	1.790335e-10
84	1.264455e+52	5.000000e-01	1.950000e-01	9.255817e+48	2.134628e-11
84	1.264455e+52	1.500000e+00	2.000000e-01	-1.720493e+47	-3.327918e-12
84	1.264455e+52	1.500000e+00	1.950000e-01	-1.720493e+47	-3.967897e-13

86	3.061592e+53	-2.000000e+00	2.000000e-01	3.470697e+58	2.685322e-02
86	3.061592e+53	-2.000000e+00	1.950000e-01	3.470697e+58	3.043640e-03
86	3.061592e+53	-1.500000e+00	2.000000e-01	1.164938e+57	9.013274e-04
86	3.061592e+53	-1.500000e+00	1.950000e-01	1.164938e+57	1.021597e-04
86	3.061592e+53	-1.000000e+00	2.000000e-01	2.599411e+55	2.011197e-05
86	3.061592e+53	-1.000000e+00	1.950000e-01	2.599411e+55	2.279563e-06
86	3.061592e+53	-5.000000e-01	2.000000e-01	2.683116e+53	2.075960e-07
86	3.061592e+53	-5.000000e-01	1.950000e-01	2.683116e+53	2.352968e-08
86	3.061592e+53	5.000000e-01	2.000000e-01	2.163163e+50	1.673667e-10
86	3.061592e+53	5.000000e-01	1.950000e-01	2.163163e+50	1.896994e-11
86	3.061592e+53	1.500000e+00	2.000000e-01	-3.925565e+48	-3.037259e-12
86	3.061592e+53	1.500000e+00	1.950000e-01	-3.925565e+48	-3.442538e-13

88	7.420157e+54	-2.000000e+00	2.000000e-01	8.999083e+59	2.785081e-02
88	7.420157e+54	-2.000000e+00	1.950000e-01	8.999083e+59	3.000848e-03
88	7.420157e+54	-1.500000e+00	2.000000e-01	2.954518e+58	9.143792e-04
88	7.420157e+54	-1.500000e+00	1.950000e-01	2.954518e+58	9.852184e-05
88	7.420157e+54	-1.000000e+00	2.000000e-01	6.448415e+56	1.995688e-05
88	7.420157e+54	-1.000000e+00	1.950000e-01	6.448415e+56	2.150298e-06
88	7.420157e+54	-5.000000e-01	2.000000e-01	6.513347e+54	2.015783e-07
88	7.420157e+54	-5.000000e-01	1.950000e-01	6.513347e+54	2.171951e-08
88	7.420157e+54	5.000000e-01	2.000000e-01	5.064539e+51	1.567399e-10
88	7.420157e+54	5.000000e-01	1.950000e-01	5.064539e+51	1.688829e-11
88	7.420157e+54	1.500000e+00	2.000000e-01	-8.977843e+49	-2.778508e-12
88	7.420157e+54	1.500000e+00	1.950000e-01	-8.977843e+49	-2.993766e-13

90	1.800016e+56	-2.000000e+00	2.000000e-01	2.332015e+61	2.886895e-02
90	1.800016e+56	-2.000000e+00	1.950000e-01	2.332015e+61	2.956966e-03
90	1.800016e+56	-1.500000e+00	2.000000e-01	7.492544e+59	9.275320e-04
90	1.800016e+56	-1.500000e+00	1.950000e-01	7.492544e+59	9.500453e-05
90	1.800016e+56	-1.000000e+00	2.000000e-01	1.600288e+58	1.981061e-05
90	1.800016e+56	-1.000000e+00	1.950000e-01	1.600288e+58	2.029146e-06
90	1.800016e+56	-5.000000e-01	2.000000e-01	1.582494e+56	1.959032e-07
90	1.800016e+56	-5.000000e-01	1.950000e-01	1.582494e+56	2.006582e-08
90	1.800016e+56	5.000000e-01	2.000000e-01	1.187754e+53	1.470368e-10
90	1.800016e+56	5.000000e-01	1.950000e-01	1.187754e+53	1.506057e-11
90	1.800016e+56	1.500000e+00	2.000000e-01	-2.057837e+51	-2.547479e-12
90	1.800016e+56	1.500000e+00	1.950000e-01	-2.057837e+51	-2.609312e-13

92	4.370334e+57	-2.000000e+00	2.000000e-01	6.039786e+62	2.990757e-02
92	4.370334e+57	-2.000000e+00	1.950000e-01	6.039786e+62	2.912097e-03
92	4.370334e+57	-1.500000e+00	2.000000e-01	1.899886e+61	9.407778e-04
92	4.370334e+57	-1.500000e+00	1.950000e-01	1.899886e+61	9.160342e-05
92	4.370334e+57	-1.000000e+00	2.000000e-01	3.972818e+59	1.967244e-05
92	4.370334e+57	-1.000000e+00	1.950000e-01	3.972818e+59	1.915504e-06
92	4.370334e+57	-5.000000e-01	2.000000e-01	3.847971e+57	1.905423e-07
92	4.370334e+57	-5.000000e-01	1.950000e-01	3.847971e+57	1.855308e-08
92	4.370334e+57	5.000000e-01	2.000000e-01	2.790045e+54	1.381563e-10
92	4.370334e+57	5.000000e-01	1.950000e-01	2.790045e+54	1.345227e-11
92	4.370334e+57	1.500000e+00	2.000000e-01	-4.726845e+52	-2.340620e-12
92	4.370334e+57	1.500000e+00	1.950000e-01	-4.726845e+52	-2.279059e-13

94	1.061958e+59	-2.000000e+00	2.000000e-01	1.563415e+64	3.096663e-02
94	1.061958e+59	-2.000000e+00	1.950000e-01	1.563415e+64	2.866341e-03
94	1.061958e+59	-1.500000e+00	2.000000e-01	4.817020e+62	9.541092e-04
94	1.061958e+59	-1.500000e+00	1.950000e-01	4.817020e+62	8.831449e-05
94	1.061958e+59	-1.000000e+00	2.000000e-01	9.866052e+60	1.954173e-05
94	1.061958e+59	-1.000000e+00	1.950000e-01	9.866052e+60	1.808826e-06
94	1.061958e+59	-5.000000e-01	2.000000e-01	9.363845e+58	1.854701e-07
94	1.061958e+59	-5.000000e-01	1.950000e-01	9.363845e+58	1.716753e-08
94	1.061958e+59	5.000000e-01	2.000000e-01	6.563870e+55	1.300108e-10
94	1.061958e+59	5.000000e-01	1.950000e-01	6.563870e+55	1.203410e-11
94	1.061958e+59	1.500000e+00	2.000000e-01	-1.087949e+54	-2.154906e-12
94	1.061958e+59	1.500000e+00	1.950000e-01	-1.087949e+54	-1.994629e-13

96	2.582474e+60	-2.000000e+00	2.000000e-01	4.044785e+65	3.204608e-02
96	2.582474e+60	-2.000000e+00	1.950000e-01	4.044785e+65	2.819799e-03
96	2.582474e+60	-1.500000e+00	2.000000e-01	1.221182e+64	9.675197e-04
96	2.582474e+60	-1.500000e+00	1.950000e-01	1.221182e+64	8.513398e-05
96	2.582474e+60	-1.000000e+00	2.000000e-01	2.450882e+62	1.941789e-05
96	2.582474e+60	-1.000000e+00	1.950000e-01	2.450882e+62	1.708618e-06
96	2.582474e+60	-5.000000e-01	2.000000e-01	2.280298e+60	1.806638e-07
96	2.582474e+60	-5.000000e-01	1.950000e-01	2.280298e+60	1.589697e-08
96	2.582474e+60	5.000000e-01	2.000000e-01	1.546467e+57	1.225238e-10
96	2.582474e+60	5.000000e-01	1.950000e-01	1.546467e+57	1.078111e-11
96	2.582474e+60	1.500000e+00	2.000000e-01	-2.508892e+55	-1.987749e-12
96	2.582474e+60	1.500000e+00	1.950000e-01	-2.508892e+55	-1.749060e-13

98	6.284670e+61	-2.000000e+00	2.000000e-01	1.045900e+67	3.314589e-02
98	6.284670e+61	-2.000000e+00	1.950000e-01	1.045900e+67	2.772567e-03
98	6.284670e+61	-1.500000e+00	2.000000e-01	3.095501e+65	9.810035e-04
98	6.284670e+61	-1.500000e+00	1.950000e-01	3.095501e+65	8.205837e-05
98	6.284670e+61	-1.000000e+00	2.000000e-01	6.090128e+63	1.930039e-05
98	6.284670e+61	-1.000000e+00	1.950000e-01	6.090128e+63	1.614427e-06
98	6.284670e+61	-5.000000e-01	2.000000e-01	5.556836e+61	1.761032e-07
98	6.284670e+61	-5.000000e-01	1.950000e-01	5.556836e+61	1.473057e-08
98	6.284670e+61	5.000000e-01	2.000000e-01	3.648578e+58	1.156281e-10
98	6.284670e+61	5.000000e-01	1.950000e-01	3.648578e+58	9.671985e-12
98	6.284670e+61	1.500000e+00	2.000000e-01	-5.796328e+56	-1.836930e-12
98	6.284670e+61	1.500000e+00	1.950000e-01	-5.796328e+56	-1.536544e-13

100	1.530492e+63	-2.000000e+00	2.000000e-01	2.703111e+68	3.426600e-02
100	1.530492e+63	-2.000000e+00	1.950000e-01	2.703111e+68	2.724739e-03
100	1.530492e+63	-1.500000e+00	2.000000e-01	7.845657e+66	9.945552e-04
100	1.530492e+63	-1.500000e+00	1.950000e-01	7.845657e+66	7.908433e-05
100	1.530492e+63	-1.000000e+00	2.000000e-01	1.513726e+65	1.918876e-05
100	1.530492e+63	-1.000000e+00	1.950000e-01	1.513726e+65	1.525838e-06
100	1.530492e+63	-5.000000e-01	2.000000e-01	1.355024e+63	1.717697e-07
100	1.530492e+63	-5.000000e-01	1.950000e-01	1.355024e+63	1.365866e-08
100	1.530492e+63	5.000000e-01	2.000000e-01	8.619482e+59	1.092649e-10
100	1.530492e+63	5.000000e-01	1.950000e-01	8.619482e+59	8.688450e-12
100	1.530492e+63	1.500000e+00	2.000000e-01	-1.341485e+58	-1.700534e-12
100	1.530492e+63	1.500000e+00	1.950000e-01	-1.341485e+58	-1.352219e-13

102	3.729635e+64	-2.000000e+00	2.000000e-01	6.982680e+69	3.540639e-02
102	3.729635e+64	-2.000000e+00	1.950000e-01	6.982680e+69	2.676409e-03
102	3.729635e+64	-1.500000e+00	2.000000e-01	1.988265e+68	1.008170e-03
102	3.729635e+64	-1.500000e+00	1.950000e-01	1.988265e+68	7.620870e-05
102	3.729635e+64	-1.000000e+00	2.000000e-01	3.763375e+66	1.908258e-05
102	3.729635e+64	-1.000000e+00	1.950000e-01	3.763375e+66	1.442473e-06
102	3.729635e+64	-5.000000e-01	2.000000e-01	3.306249e+64	1.676468e-07
102	3.729635e+64	-5.000000e-01	1.950000e-01	3.306249e+64	1.267261e-08
102	3.729635e+64	5.000000e-01	2.000000e-01	2.038860e+61	1.033825e-10
102	3.729635e+64	5.000000e-01	1.950000e-01	2.038860e+61	7.814797e-12
102	3.729635e+64	1.500000e+00	2.000000e-01	-3.109905e+59	-1.576909e-12
102	3.729635e+64	1.500000e+00	1.950000e-01	-3.109905e+59	-1.192003e-13

104	9.094413e+65	-2.000000e+00	2.000000e-01	1.802894e+71	3.656703e-02
104	9.094413e+65	-2.000000e+00	1.950000e-01	1.802894e+71	2.627664e-03
104	9.094413e+65	-1.500000e+00	2.000000e-01	5.038077e+69	1.021843e-03
104	9.094413e+65	-1.500000e+00	1.950000e-01	5.038077e+69	7.342845e-05
104	9.094413e+65	-1.000000e+00	2.000000e-01	9.358580e+67	1.898146e-05
104	9.094413e+65	-1.000000e+00	1.950000e-01	9.358580e+67	1.363985e-06
104	9.094413e+65	-5.000000e-01	2.000000e-01	8.071989e+65	1.637194e-07
104	9.094413e+65	-5.000000e-01	1.950000e-01	8.071989e+65	1.176468e-08
104	9.094413e+65	5.000000e-01	2.000000e-01	4.828565e+62	9.793494e-11
104	9.094413e+65	5.000000e-01	1.950000e-01	4.828565e+62	7.037488e-12
104	9.094413e+65	1.500000e+00	2.000000e-01	-7.221139e+60	-1.464621e-12
104	9.094413e+65	1.500000e+00	1.950000e-01	-7.221139e+60	-1.052459e-13

106	2.218928e+67	-2.000000e+00	2.000000e-01	4.652787e+72	3.774789e-02
106	2.218928e+67	-2.000000e+00	1.950000e-01	4.652787e+72	2.578588e-03
106	2.218928e+67	-1.500000e+00	2.000000e-01	1.276440e+71	1.035571e-03
106	2.218928e+67	-1.500000e+00	1.950000e-01	1.276440e+71	7.074070e-05
106	2.218928e+67	-1.000000e+00	2.000000e-01	2.327761e+69	1.888504e-05
106	2.218928e+67	-1.000000e+00	1.950000e-01	2.327761e+69	1.290052e-06
106	2.218928e+67	-5.000000e-01	2.000000e-01	1.971831e+67	1.599739e-07
106	2.218928e+67	-5.000000e-01	1.950000e-01	1.971831e+67	1.092795e-08
106	2.218928e+67	5.000000e-01	2.000000e-01	1.144856e+64	9.288178e-11
106	2.218928e+67	5.000000e-01	1.950000e-01	1.144856e+64	6.344827e-12
106	2.218928e+67	1.500000e+00	2.000000e-01	-1.679316e+62	-1.362423e-12
106	2.218928e+67	1.500000e+00	1.950000e-01	-1.679316e+62	-9.306818e-14

108	5.417010e+68	-2.000000e+00	2.000000e-01	1.200207e+74	3.894895e-02
108	5.417010e+68	-2.000000e+00	1.950000e-01	1.200207e+74	2.529264e-03
108	5.417010e+68	-1.500000e+00	2.000000e-01	3.233561e+72	1.049351e-03
108	5.417010e+68	-1.500000e+00	1.950000e-01	3.233561e+72	6.814267e-05
108	5.417010e+68	-1.000000e+00	2.000000e-01	5.791046e+70	1.879302e-05
108	5.417010e+68	-1.000000e+00	1.950000e-01	5.791046e+70	1.220380e-06
108	5.417010e+68	-5.000000e-01	2.000000e-01	4.819386e+68	1.563980e-07
108	5.417010e+68	-5.000000e-01	1.950000e-01	4.819386e+68	1.015617e-08
108	5.417010e+68	5.000000e-01	2.000000e-01	2.717470e+65	8.818695e-11
108	5.417010e+68	5.000000e-01	1.950000e-01	2.717470e+65	5.726679e-12
108	5.417010e+68	1.500000e+00	2.000000e-01	-3.911108e+63	-1.269227e-12
