RealType	NoiseType	Noise	Signal	Order	Freq	Test	UncertaintyMean	UncertaintyDev	UncertaintyMin	UncertaintyMax	ErrorMean	ErrorDev	ErrorMin	ErrorMax	-3.0	-2.8	-2.6	-2.4	-2.2	-2.0	-1.8	-1.6	-1.4	-1.2	-1.0	-0.8	-0.6	-0.4	-0.2	0.0	0.2	0.4	0.6	0.8	1.0	1.2	1.4	1.6	1.8	2.0	2.2	2.4	2.6	2.8	3.0
Var	Gaussian	1.0e-03	Sin	8	6	Forward	1.600e-02	1.596e-09	1.600e-02	1.600e-02	-1.043e-02	1.014e+00	-2.965e+00	2.662e+00	0.00196	0.00196	0.00391	0.00587	0.0137	0.0117	0.00587	0.0274	0.0333	0.0372	0.0470	0.0528	0.0783	0.0685	0.0646	0.0705	0.0939	0.0646	0.0802	0.0548	0.0509	0.0431	0.0196	0.0157	0.0196	0.0137	0.00978	0.00587	0.00391	0.00	0.00
Var	Gaussian	1.0e-03	Sin	8	6	Backward	1.000e-03	9.976e-11	1.000e-03	1.000e-03	3.871e-02	1.004e+00	-2.786e+00	2.755e+00	0.00	0.00392	0.00588	0.00588	0.00392	0.00784	0.00980	0.0255	0.0353	0.0333	0.0471	0.0510	0.0647	0.0549	0.0882	0.0941	0.0549	0.0804	0.0843	0.0569	0.0412	0.0569	0.0255	0.0255	0.0137	0.00784	0.00784	0.00588	0.00588	0.00196	0.00
Var	Gaussian	1.0e-03	Sin	8	6	Roundtrip	6.250e-05	6.235e-12	6.250e-05	6.250e-05	-5.826e-02	9.995e-01	-2.801e+00	2.851e+00	0.00	0.00391	0.00195	0.00977	0.0137	0.00977	0.0156	0.0234	0.0234	0.0313	0.0684	0.0547	0.0781	0.0781	0.0723	0.0703	0.0723	0.0898	0.0703	0.0469	0.0469	0.0273	0.0293	0.0195	0.0137	0.0117	0.00977	0.00391	0.00195	0.00195	0.00
Var	Gaussian	1.0e-03	Cos	8	6	Forward	1.600e-02	1.596e-09	1.600e-02	1.600e-02	1.752e-02	9.969e-01	-3.017e+00	2.907e+00	0.00196	0.00	0.00	0.00196	0.00980	0.0118	0.0157	0.0294	0.0275	0.0353	0.0353	0.0725	0.0588	0.0863	0.0765	0.0725	0.0667	0.0922	0.0706	0.0451	0.0451	0.0392	0.0294	0.0294	0.0176	0.00784	0.00784	0.00588	0.00588	0.00	0.00196
Var	Gaussian	1.0e-03	Cos	8	6	Backward	1.000e-03	9.976e-11	1.000e-03	1.000e-03	-4.007e-02	1.002e+00	-2.924e+00	2.883e+00	0.00196	0.00	0.00	0.00587	0.0117	0.0117	0.0254	0.0274	0.0215	0.0313	0.0489	0.0705	0.0705	0.0763	0.0763	0.0881	0.0705	0.0920	0.0391	0.0587	0.0411	0.0372	0.0313	0.0176	0.0157	0.00978	0.00783	0.00196	0.00196	0.00783	0.00
Var	Gaussian	1.0e-03	Cos	8	6	Roundtrip	6.250e-05	6.235e-12	6.250e-05	6.250e-05	1.942e-04	9.664e-01	-3.038e+00	2.833e+00	0.00195	0.00	0.00195	0.00391	0.00977	0.00391	0.0117	0.0156	0.0391	0.0313	0.0664	0.0645	0.0645	0.0508	0.0938	0.0742	0.0898	0.0684	0.0723	0.0547	0.0586	0.0371	0.0293	0.0176	0.0195	0.00195	0.00391	0.00391	0.00586	0.00391	0.00
Var	Uniform	1.0e-03	Sin	8	6	Forward	1.600e-02	1.596e-09	1.600e-02	1.600e-02	-4.483e-02	1.004e+00	-2.619e+00	2.903e+00	0.00	0.00	0.00195	0.00977	0.0156	0.0117	0.0215	0.0234	0.0293	0.0313	0.0430	0.0684	0.0625	0.0762	0.0703	0.104	0.0723	0.0723	0.0527	0.0645	0.0449	0.0234	0.0352	0.0234	0.0215	0.00977	0.00586	0.00391	0.00	0.00	0.00195
Var	Uniform	1.0e-03	Sin	8	6	Backward	1.000e-03	9.976e-11	1.000e-03	1.000e-03	4.438e-02	1.004e+00	-1.731e+00	1.727e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00977	0.0547	0.0488	0.0566	0.0684	0.0547	0.0625	0.0527	0.0449	0.0430	0.0645	0.0527	0.0605	0.0566	0.0684	0.0801	0.0605	0.0488	0.0117	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Sin	8	6	Roundtrip	6.250e-05	6.235e-12	6.250e-05	6.250e-05	2.463e-02	9.960e-01	-2.773e+00	2.941e+00	0.00	0.00196	0.00	0.00	0.00980	0.0137	0.0157	0.0216	0.0314	0.0353	0.0392	0.0667	0.0667	0.0686	0.0804	0.0941	0.0941	0.0686	0.0510	0.0392	0.0373	0.0510	0.0392	0.0314	0.0137	0.00588	0.00784	0.00588	0.00588	0.00196	0.00196
Var	Uniform	1.0e-03	Cos	8	6	Forward	1.600e-02	1.596e-09	1.600e-02	1.600e-02	3.774e-02	9.814e-01	-2.923e+00	2.212e+00	0.00195	0.00195	0.00391	0.00586	0.00586	0.00391	0.0195	0.0234	0.0371	0.0293	0.0547	0.0449	0.0566	0.0723	0.0742	0.0742	0.0605	0.0801	0.0664	0.0840	0.0488	0.0527	0.0508	0.0176	0.0156	0.00586	0.00781	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Cos	8	6	Backward	1.000e-03	9.976e-11	1.000e-03	1.000e-03	-1.334e-02	9.820e-01	-1.731e+00	1.723e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00781	0.0488	0.0645	0.0684	0.0684	0.0488	0.0410	0.0625	0.0547	0.0449	0.0781	0.0703	0.0723	0.0449	0.0566	0.0527	0.0547	0.0586	0.00195	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Cos	8	6	Roundtrip	6.250e-05	6.235e-12	6.250e-05	6.250e-05	2.334e-02	9.757e-01	-2.928e+00	2.587e+00	0.00196	0.00	0.00587	0.00196	0.00391	0.0137	0.00783	0.0196	0.0254	0.0411	0.0587	0.0568	0.0724	0.0665	0.0841	0.0802	0.0665	0.0724	0.0685	0.0548	0.0509	0.0372	0.0450	0.0313	0.0176	0.00196	0.00391	0.00783	0.00196	0.00	0.00
Var	Gaussian	1.0e-02	Sin	8	6	Forward	1.600e-01	2.945e-08	1.600e-01	1.600e-01	5.146e-02	9.912e-01	-2.622e+00	2.815e+00	0.00	0.00	0.00391	0.00195	0.00781	0.00391	0.0137	0.0176	0.0293	0.0313	0.0645	0.0723	0.0566	0.0879	0.0859	0.0469	0.0820	0.0781	0.0508	0.0586	0.0449	0.0469	0.0352	0.0254	0.0195	0.0137	0.0117	0.00781	0.00	0.00195	0.00
Var	Gaussian	1.0e-02	Sin	8	6	Backward	1.000e-02	1.841e-09	1.000e-02	1.000e-02	5.745e-02	9.909e-01	-2.870e+00	2.744e+00	0.00	0.00391	0.00391	0.00391	0.00391	0.0137	0.0215	0.0117	0.0234	0.0410	0.0469	0.0430	0.0586	0.0527	0.0859	0.107	0.0840	0.0703	0.0742	0.0586	0.0586	0.0254	0.0313	0.0273	0.0195	0.00586	0.00977	0.00977	0.00	0.00391	0.00
Var	Gaussian	1.0e-02	Sin	8	6	Roundtrip	6.250e-04	1.150e-10	6.250e-04	6.250e-04	3.247e-02	1.027e+00	-2.770e+00	3.053e+00	0.00	0.00391	0.00391	0.00391	0.00391	0.00781	0.0293	0.0234	0.0332	0.0391	0.0371	0.0469	0.0742	0.0508	0.0703	0.0879	0.0898	0.0703	0.0801	0.0586	0.0430	0.0254	0.0410	0.0195	0.0176	0.0176	0.00391	0.00977	0.00195	0.00195	0.00391
Var	Gaussian	1.0e-02	Cos	8	6	Forward	1.600e-01	2.945e-08	1.600e-01	1.600e-01	4.482e-02	9.837e-01	-2.883e+00	2.720e+00	0.00	0.00196	0.00	0.00784	0.00392	0.0176	0.0118	0.0157	0.0353	0.0392	0.0510	0.0431	0.0549	0.0627	0.0686	0.0824	0.0863	0.0882	0.0804	0.0608	0.0549	0.0392	0.0275	0.0275	0.0118	0.0118	0.00588	0.00392	0.00392	0.00196	0.00
Var	Gaussian	1.0e-02	Cos	8	6	Backward	1.000e-02	1.841e-09	1.000e-02	1.000e-02	2.444e-02	9.839e-01	-2.901e+00	2.588e+00	0.00196	0.00392	0.00392	0.0118	0.00980	0.00588	0.00784	0.0118	0.0392	0.0353	0.0490	0.0353	0.0706	0.0706	0.0529	0.0824	0.104	0.0765	0.0745	0.0667	0.0627	0.0412	0.0275	0.0196	0.0137	0.00784	0.00784	0.00196	0.00392	0.00	0.00
Var	Gaussian	1.0e-02	Cos	8	6	Roundtrip	6.250e-04	1.150e-10	6.250e-04	6.250e-04	1.070e-02	9.491e-01	-3.041e+00	2.765e+00	0.00195	0.00195	0.00	0.00391	0.00586	0.00586	0.0156	0.0254	0.0254	0.0332	0.0645	0.0645	0.0488	0.0547	0.0918	0.0820	0.0742	0.104	0.0703	0.0508	0.0508	0.0391	0.0254	0.0332	0.00586	0.0117	0.00391	0.00195	0.00195	0.00195	0.00
Var	Uniform	1.0e-02	Sin	8	6	Forward	1.600e-01	2.945e-08	1.600e-01	1.600e-01	3.080e-02	9.738e-01	-2.853e+00	3.058e+00	0.00	0.00391	0.00	0.00391	0.00781	0.00586	0.0215	0.0176	0.0293	0.0508	0.0449	0.0430	0.0684	0.0488	0.0742	0.117	0.0684	0.0703	0.0762	0.0488	0.0664	0.0332	0.0313	0.0215	0.0313	0.00781	0.00195	0.00195	0.00	0.00195	0.00195
Var	Uniform	1.0e-02	Sin	8	6	Backward	1.000e-02	1.841e-09	1.000e-02	1.000e-02	-2.378e-02	9.740e-01	-1.730e+00	1.728e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00977	0.0410	0.0703	0.0586	0.0625	0.0508	0.0586	0.0605	0.0703	0.0684	0.0586	0.0742	0.0469	0.0430	0.0586	0.0508	0.0527	0.0566	0.00781	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Sin	8	6	Roundtrip	6.250e-04	1.150e-10	6.250e-04	6.250e-04	1.839e-02	1.015e+00	-3.097e+00	2.859e+00	0.00196	0.00	0.00587	0.00	0.00391	0.0157	0.0215	0.0176	0.0372	0.0568	0.0352	0.0548	0.0763	0.0450	0.0528	0.0881	0.0705	0.0861	0.0665	0.0646	0.0489	0.0450	0.0372	0.0333	0.0157	0.00391	0.00587	0.00	0.00783	0.00196	0.00
Var	Uniform	1.0e-02	Cos	8	6	Forward	1.600e-01	2.945e-08	1.600e-01	1.600e-01	-5.522e-02	9.869e-01	-3.052e+00	2.595e+00	0.00196	0.00196	0.00391	0.00196	0.00391	0.0157	0.0157	0.0294	0.0215	0.0431	0.0587	0.0607	0.0763	0.0900	0.0665	0.0841	0.0685	0.0665	0.0705	0.0489	0.0313	0.0411	0.0411	0.0196	0.0137	0.0117	0.00196	0.00783	0.00196	0.00	0.00
Var	Uniform	1.0e-02	Cos	8	6	Backward	1.000e-02	1.841e-09	1.000e-02	1.000e-02	9.089e-04	1.001e+00	-1.729e+00	1.723e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0117	0.0547	0.0547	0.0605	0.0703	0.0508	0.0371	0.0625	0.0586	0.0723	0.0586	0.0547	0.0742	0.0488	0.0488	0.0488	0.0527	0.0723	0.00781	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Cos	8	6	Roundtrip	6.250e-04	1.150e-10	6.250e-04	6.250e-04	-3.232e-02	1.027e+00	-2.870e+00	3.014e+00	0.00	0.00391	0.00195	0.00195	0.00977	0.00977	0.0254	0.0254	0.0430	0.0391	0.0586	0.0469	0.0566	0.0820	0.0625	0.0723	0.0566	0.0918	0.0840	0.0625	0.0215	0.0430	0.0371	0.0176	0.0195	0.00781	0.00586	0.00977	0.00195	0.00	0.00195
Var	Gaussian	1.0e-01	Sin	8	6	Forward	1.600e+00	0.000e+00	1.600e+00	1.600e+00	-4.246e-02	9.926e-01	-2.996e+00	2.911e+00	0.00587	0.00391	0.00196	0.00391	0.0117	0.00391	0.0215	0.0196	0.0294	0.0391	0.0352	0.0607	0.0665	0.0920	0.0861	0.0881	0.0685	0.0587	0.0763	0.0626	0.0352	0.0352	0.0254	0.0254	0.0196	0.0157	0.00587	0.00	0.00	0.00	0.00196
Var	Gaussian	1.0e-01	Sin	8	6	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	1.894e-02	1.004e+00	-2.688e+00	3.002e+00	0.00	0.00	0.00586	0.00195	0.00586	0.0117	0.0156	0.0254	0.0254	0.0508	0.0547	0.0508	0.0430	0.0703	0.0977	0.0996	0.0664	0.0781	0.0488	0.0625	0.0410	0.0332	0.0293	0.0391	0.00586	0.00781	0.0117	0.00781	0.00586	0.00195	0.00195
Var	Gaussian	1.0e-01	Sin	8	6	Roundtrip	6.250e-03	0.000e+00	6.250e-03	6.250e-03	1.054e-02	9.513e-01	-3.001e+00	2.462e+00	0.00196	0.00196	0.00	0.00786	0.00589	0.00786	0.0118	0.0138	0.0236	0.0354	0.0688	0.0589	0.0668	0.0806	0.0707	0.0688	0.0747	0.0806	0.0806	0.0550	0.0550	0.0354	0.0334	0.0275	0.0177	0.00786	0.00393	0.00393	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Cos	8	6	Forward	1.600e+00	0.000e+00	1.600e+00	1.600e+00	1.834e-02	1.004e+00	-2.946e+00	2.968e+00	0.00196	0.00	0.00391	0.00978	0.00587	0.00587	0.0215	0.0137	0.0372	0.0411	0.0352	0.0509	0.0646	0.0626	0.0978	0.0959	0.0705	0.0724	0.0763	0.0568	0.0294	0.0411	0.0215	0.0254	0.0294	0.00978	0.00978	0.00391	0.00391	0.00	0.00196
Var	Gaussian	1.0e-01	Cos	8	6	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	-2.430e-02	1.012e+00	-2.971e+00	2.567e+00	0.00195	0.00391	0.00195	0.00586	0.00781	0.00781	0.0117	0.0195	0.0410	0.0371	0.0566	0.0703	0.0645	0.0781	0.0723	0.0742	0.0762	0.0859	0.0566	0.0352	0.0488	0.0430	0.0215	0.0215	0.0234	0.0176	0.00781	0.00391	0.00391	0.00	0.00
Var	Gaussian	1.0e-01	Cos	8	6	Roundtrip	6.250e-03	0.000e+00	6.250e-03	6.250e-03	-1.023e-01	9.663e-01	-2.766e+00	2.687e+00	0.00	0.00195	0.00586	0.00391	0.0137	0.0156	0.0156	0.0234	0.0391	0.0371	0.0508	0.0625	0.0508	0.0723	0.0859	0.102	0.0820	0.0664	0.0742	0.0469	0.0449	0.0254	0.0273	0.0332	0.0117	0.00195	0.00195	0.00195	0.00195	0.00	0.00
Var	Uniform	1.0e-01	Sin	8	6	Forward	1.600e+00	0.000e+00	1.600e+00	1.600e+00	-4.214e-02	1.014e+00	-3.013e+00	3.044e+00	0.00391	0.00	0.00391	0.00391	0.00587	0.0117	0.0196	0.0215	0.0372	0.0372	0.0509	0.0528	0.0705	0.0724	0.0920	0.0783	0.0900	0.0705	0.0548	0.0607	0.0352	0.0254	0.0313	0.0176	0.0176	0.00391	0.0117	0.0137	0.00196	0.00196	0.00196
Var	Uniform	1.0e-01	Sin	8	6	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	-2.714e-02	1.022e+00	-1.732e+00	1.727e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0156	0.0586	0.0605	0.0605	0.0586	0.0723	0.0566	0.0469	0.0703	0.0488	0.0430	0.0488	0.0469	0.0762	0.0586	0.0469	0.0488	0.0703	0.0117	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Sin	8	6	Roundtrip	6.250e-03	0.000e+00	6.250e-03	6.250e-03	-9.558e-02	9.849e-01	-2.559e+00	2.899e+00	0.00	0.00	0.00391	0.00586	0.00586	0.0176	0.0137	0.0195	0.0195	0.0566	0.0781	0.0762	0.0684	0.0781	0.0605	0.0762	0.0684	0.0938	0.0645	0.0352	0.0352	0.0410	0.0215	0.0254	0.00781	0.00977	0.00391	0.00586	0.00586	0.00195	0.00
Var	Uniform	1.0e-01	Cos	8	6	Forward	1.600e+00	0.000e+00	1.600e+00	1.600e+00	-1.363e-02	9.993e-01	-2.656e+00	2.756e+00	0.00	0.00	0.00391	0.00587	0.00783	0.0117	0.0176	0.0294	0.0254	0.0352	0.0528	0.0626	0.0626	0.0685	0.0744	0.0841	0.0705	0.0724	0.0822	0.0568	0.0509	0.0450	0.0196	0.0176	0.0157	0.00587	0.00391	0.00391	0.0117	0.00196	0.00
Var	Uniform	1.0e-01	Cos	8	6	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	-7.553e-02	1.005e+00	-1.732e+00	1.723e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0156	0.0430	0.0645	0.0820	0.0605	0.0762	0.0566	0.0586	0.0605	0.0488	0.0664	0.0469	0.0215	0.0703	0.0605	0.0625	0.0410	0.0527	0.0117	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Cos	8	6	Roundtrip	6.250e-03	0.000e+00	6.250e-03	6.250e-03	1.389e-02	1.007e+00	-2.609e+00	2.993e+00	0.00	0.00	0.00391	0.00586	0.00586	0.0176	0.0176	0.0195	0.0332	0.0352	0.0527	0.0586	0.0527	0.0840	0.0566	0.0762	0.0879	0.0625	0.0664	0.0664	0.0508	0.0469	0.0313	0.0215	0.0273	0.00586	0.00781	0.00195	0.00	0.00195	0.00195
Var	Gaussian	0.0e+00	Aggr	8	0	Forward	1.224e-15	8.272e-16	0.000e+00	6.489e-15	2.002e-02	5.293e-01	-2.823e+00	2.835e+00	0.00	0.000281	0.00140	0.00126	0.00239	0.00140	0.00463	0.00197	0.00688	0.00969	0.0143	0.0219	0.0230	0.0288	0.0399	0.670	0.0340	0.0316	0.0298	0.0219	0.0180	0.0108	0.00997	0.00365	0.00463	0.000842	0.00407	0.000983	0.00112	0.00112	0.00
Var	Gaussian	0.0e+00	Aggr	8	0	Backward	1.291e-16	1.309e-17	7.920e-17	2.237e-16	2.857e-17	1.081e+00	-3.093e+00	3.093e+00	0.000287	0.00459	0.0144	0.0210	0.00172	0.000861	0.0195	0.0287	0.0141	0.0184	0.0280	0.103	0.0235	0.0999	0.0433	0.157	0.0433	0.0999	0.0235	0.103	0.0280	0.0184	0.0141	0.0287	0.0195	0.000861	0.00172	0.0210	0.0144	0.00459	0.000287
Var	Gaussian	0.0e+00	Aggr	8	0	Roundtrip	1.095e-16	2.089e-17	0.000e+00	2.220e-16	-5.973e-18	7.127e-01	-2.205e+00	2.205e+00	0.00	0.00	0.00	0.00	0.00113	0.00226	0.00622	0.00226	0.0113	0.0209	0.0860	0.0571	0.0814	0.0452	0.0373	0.298	0.0373	0.0452	0.0814	0.0571	0.0860	0.0209	0.0113	0.00226	0.00622	0.00226	0.00113	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Aggr	8	0	Forward	1.600e-05	0.000e+00	1.600e-05	1.600e-05	1.076e-02	9.971e-01	-3.034e+00	3.094e+00	0.000559	0.00168	0.00349	0.00489	0.00671	0.00853	0.0169	0.0233	0.0296	0.0356	0.0489	0.0565	0.0685	0.0762	0.0783	0.0811	0.0769	0.0710	0.0637	0.0607	0.0461	0.0372	0.0337	0.0215	0.0162	0.0133	0.00755	0.00545	0.00349	0.00182	0.000559
Var	Gaussian	1.0e-06	Aggr	8	0	Backward	1.000e-06	0.000e+00	1.000e-06	1.000e-06	7.082e-03	9.975e-01	-3.075e+00	3.099e+00	0.000978	0.00140	0.00294	0.00643	0.00699	0.0119	0.0134	0.0235	0.0291	0.0370	0.0464	0.0583	0.0696	0.0706	0.0784	0.0805	0.0844	0.0695	0.0630	0.0537	0.0512	0.0404	0.0292	0.0236	0.0190	0.0143	0.00573	0.00391	0.00224	0.00140	0.00112
Var	Gaussian	1.0e-06	Aggr	8	0	Roundtrip	6.250e-08	0.000e+00	6.250e-08	6.250e-08	-1.116e-03	9.928e-01	-3.094e+00	3.046e+00	0.000699	0.00238	0.00238	0.00406	0.00769	0.0122	0.0175	0.0207	0.0303	0.0415	0.0449	0.0580	0.0653	0.0751	0.0752	0.0772	0.0792	0.0736	0.0694	0.0590	0.0488	0.0411	0.0287	0.0243	0.0137	0.00993	0.00755	0.00378	0.00294	0.00168	0.00112
Var	Gaussian	1.0e-05	Aggr	8	0	Forward	1.600e-04	0.000e+00	1.600e-04	1.600e-04	7.446e-03	9.836e-01	-3.075e+00	3.090e+00	0.000699	0.00140	0.00280	0.00503	0.00615	0.00951	0.0158	0.0239	0.0296	0.0379	0.0482	0.0565	0.0601	0.0812	0.0784	0.0768	0.0814	0.0786	0.0659	0.0594	0.0435	0.0362	0.0326	0.0242	0.0172	0.0120	0.00517	0.00419	0.00308	0.00154	0.000979
Var	Gaussian	1.0e-05	Aggr	8	0	Backward	1.000e-05	0.000e+00	1.000e-05	1.000e-05	-3.507e-03	9.862e-01	-3.099e+00	3.083e+00	0.000559	0.00112	0.00266	0.00503	0.00755	0.00964	0.0136	0.0247	0.0268	0.0432	0.0499	0.0625	0.0686	0.0697	0.0732	0.0830	0.0758	0.0759	0.0669	0.0572	0.0433	0.0412	0.0326	0.0243	0.0179	0.00741	0.00573	0.00377	0.00335	0.00168	0.00112
Var	Gaussian	1.0e-05	Aggr	8	0	Roundtrip	6.250e-07	0.000e+00	6.250e-07	6.250e-07	9.348e-03	9.918e-01	-3.052e+00	3.053e+00	0.000699	0.00210	0.00210	0.00364	0.00811	0.0109	0.0148	0.0249	0.0262	0.0397	0.0447	0.0635	0.0663	0.0764	0.0766	0.0734	0.0783	0.0699	0.0712	0.0573	0.0517	0.0421	0.0301	0.0201	0.0175	0.0106	0.00727	0.00392	0.00266	0.00154	0.00168
Var	Gaussian	1.0e-04	Aggr	8	0	Forward	1.600e-03	7.120e-10	1.600e-03	1.600e-03	-1.673e-03	9.733e-01	-3.050e+00	3.078e+00	0.000560	0.000839	0.00210	0.00392	0.00560	0.0116	0.0166	0.0214	0.0298	0.0407	0.0463	0.0585	0.0695	0.0739	0.0771	0.0850	0.0772	0.0815	0.0648	0.0562	0.0477	0.0378	0.0263	0.0200	0.0157	0.0109	0.00895	0.00462	0.00322	0.000979	0.000699
Var	Gaussian	1.0e-04	Aggr	8	0	Backward	1.000e-04	4.450e-11	1.000e-04	1.000e-04	2.570e-02	9.752e-01	-3.034e+00	3.094e+00	0.000699	0.000979	0.00280	0.00280	0.00741	0.00965	0.0158	0.0206	0.0284	0.0369	0.0505	0.0565	0.0671	0.0709	0.0771	0.0762	0.0796	0.0783	0.0685	0.0614	0.0484	0.0390	0.0343	0.0266	0.0136	0.0103	0.00769	0.00392	0.00196	0.00140	0.000839
Var	Gaussian	1.0e-04	Aggr	8	0	Roundtrip	6.250e-06	2.781e-12	6.250e-06	6.250e-06	3.583e-03	9.943e-01	-3.066e+00	3.032e+00	0.000979	0.000839	0.00391	0.00517	0.00727	0.0102	0.0133	0.0231	0.0343	0.0390	0.0481	0.0569	0.0651	0.0724	0.0791	0.0751	0.0802	0.0731	0.0670	0.0584	0.0505	0.0386	0.0301	0.0236	0.0165	0.00993	0.00727	0.00503	0.00266	0.00168	0.000699
Var	Gaussian	1.0e-03	Aggr	8	0	Forward	1.600e-02	0.000e+00	1.600e-02	1.600e-02	-1.582e-02	9.916e-01	-3.059e+00	3.072e+00	0.000559	0.00252	0.00336	0.00545	0.00811	0.0109	0.0158	0.0247	0.0295	0.0347	0.0453	0.0591	0.0672	0.0776	0.0788	0.0847	0.0807	0.0727	0.0675	0.0535	0.0474	0.0390	0.0252	0.0204	0.0169	0.0109	0.00769	0.00391	0.00294	0.00140	0.00140
Var	Gaussian	1.0e-03	Aggr	8	0	Backward	1.000e-03	0.000e+00	1.000e-03	1.000e-03	-3.718e-03	9.888e-01	-3.083e+00	3.049e+00	0.00112	0.000839	0.00266	0.00462	0.00671	0.00979	0.0150	0.0228	0.0313	0.0389	0.0516	0.0634	0.0655	0.0771	0.0782	0.0786	0.0711	0.0744	0.0635	0.0578	0.0460	0.0418	0.0329	0.0224	0.0152	0.0102	0.00657	0.00434	0.00252	0.00224	0.000979
Var	Gaussian	1.0e-03	Aggr	8	0	Roundtrip	6.250e-05	0.000e+00	6.250e-05	6.250e-05	-1.714e-02	9.933e-01	-3.069e+00	3.026e+00	0.00126	0.00210	0.00293	0.00461	0.00768	0.00810	0.0180	0.0239	0.0317	0.0384	0.0550	0.0548	0.0703	0.0687	0.0774	0.0809	0.0784	0.0722	0.0668	0.0571	0.0444	0.0393	0.0327	0.0205	0.0169	0.0106	0.00698	0.00391	0.00237	0.00126	0.000838
Var	Gaussian	1.0e-02	Aggr	8	0	Forward	1.600e-01	0.000e+00	1.600e-01	1.600e-01	5.936e-03	9.869e-01	-3.099e+00	3.021e+00	0.000280	0.00126	0.00238	0.00321	0.00797	0.0110	0.0175	0.0235	0.0295	0.0398	0.0478	0.0597	0.0628	0.0724	0.0784	0.0819	0.0781	0.0704	0.0668	0.0570	0.0509	0.0404	0.0294	0.0252	0.0166	0.0102	0.00699	0.00391	0.00238	0.00154	0.000839
Var	Gaussian	1.0e-02	Aggr	8	0	Backward	1.000e-02	0.000e+00	1.000e-02	1.000e-02	5.584e-03	9.814e-01	-3.094e+00	3.085e+00	0.000699	0.00154	0.00308	0.00406	0.00615	0.0108	0.0162	0.0194	0.0326	0.0371	0.0452	0.0554	0.0692	0.0778	0.0809	0.0820	0.0741	0.0754	0.0677	0.0592	0.0474	0.0389	0.0308	0.0199	0.0172	0.0109	0.00727	0.00350	0.00280	0.00168	0.00126
Var	Gaussian	1.0e-02	Aggr	8	0	Roundtrip	6.250e-04	0.000e+00	6.250e-04	6.250e-04	-1.159e-02	9.819e-01	-3.098e+00	3.053e+00	0.00112	0.000838	0.00238	0.00405	0.00741	0.00992	0.0157	0.0242	0.0289	0.0421	0.0485	0.0601	0.0681	0.0715	0.0820	0.0805	0.0785	0.0755	0.0692	0.0537	0.0450	0.0342	0.0317	0.0197	0.0179	0.0101	0.00685	0.00587	0.00224	0.00154	0.000838
Var	Gaussian	1.0e-01	Aggr	8	0	Forward	1.600e+00	0.000e+00	1.600e+00	1.600e+00	2.654e-03	9.876e-01	-2.996e+00	3.085e+00	0.000699	0.00224	0.00308	0.00420	0.00559	0.0105	0.0164	0.0204	0.0324	0.0369	0.0452	0.0600	0.0650	0.0803	0.0812	0.0859	0.0716	0.0687	0.0659	0.0589	0.0501	0.0387	0.0280	0.0229	0.0172	0.0110	0.00713	0.00517	0.00266	0.000699	0.00140
Var	Gaussian	1.0e-01	Aggr	8	0	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	2.140e-02	9.914e-01	-3.090e+00	3.049e+00	0.000838	0.00168	0.00126	0.00531	0.00643	0.00978	0.0168	0.0190	0.0289	0.0400	0.0489	0.0611	0.0633	0.0746	0.0741	0.0823	0.0757	0.0780	0.0644	0.0577	0.0468	0.0430	0.0278	0.0258	0.0162	0.0116	0.00866	0.00475	0.00265	0.00224	0.000419
Var	Gaussian	1.0e-01	Aggr	8	0	Roundtrip	6.250e-03	0.000e+00	6.250e-03	6.250e-03	-8.291e-03	9.818e-01	-3.068e+00	3.086e+00	0.000838	0.00168	0.00293	0.00545	0.00810	0.0117	0.0142	0.0223	0.0282	0.0397	0.0501	0.0545	0.0693	0.0728	0.0749	0.0796	0.0821	0.0781	0.0666	0.0573	0.0483	0.0395	0.0309	0.0226	0.0158	0.00852	0.00559	0.00335	0.00265	0.00196	0.000419
