RealType	NoiseType	Noise	Signal	Order	Freq	Test	UncertaintyMean	UncertaintyDev	UncertaintyMin	UncertaintyMax	ErrorMean	ErrorDev	ErrorMin	ErrorMax	-3.0	-2.8	-2.6	-2.4	-2.2	-2.0	-1.8	-1.6	-1.4	-1.2	-1.0	-0.8	-0.6	-0.4	-0.2	0.0	0.2	0.4	0.6	0.8	1.0	1.2	1.4	1.6	1.8	2.0	2.2	2.4	2.6	2.8	3.0
Var	Uniform	1.0e-04	Cos	4	4	Roundtrip	2.500e-05	9.647e-13	2.500e-05	2.500e-05	2.520e-01	7.687e-01	-1.465e+00	1.533e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.0313	0.0625	0.0313	0.00	0.0938	0.156	0.0313	0.125	0.0938	0.0625	0.0625	0.125	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-03	Sin	4	4	Forward	4.000e-03	0.000e+00	4.000e-03	4.000e-03	1.534e-01	1.091e+00	-1.958e+00	2.672e+00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.0313	0.0313	0.0313	0.0313	0.0313	0.0313	0.0625	0.0313	0.0625	0.188	0.0938	0.0625	0.0625	0.00	0.0313	0.00	0.0625	0.0313	0.0313	0.00	0.00	0.0313	0.00	0.00
Var	Gaussian	1.0e-03	Sin	4	4	Backward	1.000e-03	0.000e+00	1.000e-03	1.000e-03	6.060e-02	1.100e+00	-2.373e+00	2.286e+00	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0313	0.0625	0.00	0.0625	0.0938	0.0625	0.0313	0.0313	0.156	0.0625	0.0313	0.0313	0.0625	0.0625	0.0625	0.00	0.00	0.0625	0.0313	0.0313	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-03	Sin	4	4	Roundtrip	2.500e-04	0.000e+00	2.500e-04	2.500e-04	3.321e-02	8.686e-01	-2.068e+00	2.112e+00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.0938	0.0313	0.0625	0.0938	0.188	0.125	0.0313	0.125	0.0625	0.00	0.0313	0.0313	0.00	0.0313	0.0313	0.00	0.0313	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-03	Cos	4	4	Forward	4.000e-03	0.000e+00	4.000e-03	4.000e-03	3.697e-01	9.586e-01	-2.420e+00	1.944e+00	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.0625	0.0313	0.0313	0.0938	0.0313	0.0313	0.219	0.0625	0.0625	0.0625	0.0313	0.0313	0.0625	0.0313	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-03	Cos	4	4	Backward	1.000e-03	0.000e+00	1.000e-03	1.000e-03	2.155e-01	1.005e+00	-1.262e+00	2.439e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.0625	0.156	0.219	0.125	0.0313	0.0313	0.0313	0.0313	0.00	0.0625	0.00	0.0313	0.0625	0.0625	0.00	0.0313	0.0313	0.00	0.00	0.00
Var	Gaussian	1.0e-03	Cos	4	4	Roundtrip	2.500e-04	0.000e+00	2.500e-04	2.500e-04	9.197e-02	8.725e-01	-1.831e+00	1.759e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.00	0.00	0.0313	0.0938	0.0938	0.0625	0.0625	0.0938	0.0938	0.0625	0.0313	0.0313	0.156	0.0313	0.0625	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Sin	4	4	Forward	4.000e-03	0.000e+00	4.000e-03	4.000e-03	2.763e-02	1.127e+00	-1.963e+00	2.160e+00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.0313	0.0313	0.0625	0.156	0.0625	0.0938	0.00	0.0313	0.0313	0.00	0.0313	0.0938	0.00	0.188	0.0625	0.00	0.00	0.0313	0.0313	0.0313	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Sin	4	4	Backward	1.000e-03	0.000e+00	1.000e-03	1.000e-03	9.337e-02	1.123e+00	-1.682e+00	1.690e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.156	0.0313	0.0313	0.0313	0.0625	0.00	0.0313	0.0938	0.0313	0.0313	0.0938	0.00	0.0938	0.0313	0.125	0.0625	0.0938	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Sin	4	4	Roundtrip	2.500e-04	0.000e+00	2.500e-04	2.500e-04	-1.304e-01	1.014e+00	-2.321e+00	1.351e+00	0.00	0.00	0.00	0.0313	0.00	0.0313	0.00	0.00	0.0625	0.0625	0.0625	0.125	0.0625	0.00	0.0313	0.0625	0.0938	0.0313	0.0938	0.0313	0.0938	0.0625	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Cos	4	4	Forward	4.000e-03	0.000e+00	4.000e-03	4.000e-03	3.847e-01	8.379e-01	-1.637e+00	1.878e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.0625	0.00	0.0625	0.0625	0.0313	0.0938	0.0938	0.188	0.0313	0.0313	0.0625	0.0938	0.0625	0.0625	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Cos	4	4	Backward	1.000e-03	0.000e+00	1.000e-03	1.000e-03	9.059e-02	9.175e-01	-1.493e+00	1.625e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.0313	0.125	0.00	0.0313	0.188	0.0625	0.0313	0.0625	0.0625	0.0625	0.00	0.0625	0.0938	0.0625	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-03	Cos	4	4	Roundtrip	2.500e-04	0.000e+00	2.500e-04	2.500e-04	-1.053e-01	1.020e+00	-2.387e+00	1.792e+00	0.00	0.00	0.00	0.0313	0.0313	0.00	0.0313	0.0313	0.00	0.0313	0.0313	0.0938	0.0313	0.0313	0.188	0.0313	0.0938	0.0313	0.0313	0.125	0.0313	0.0625	0.0313	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-02	Sin	4	4	Forward	4.000e-02	0.000e+00	4.000e-02	4.000e-02	2.562e-01	9.897e-01	-1.743e+00	2.711e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0938	0.0625	0.0625	0.0625	0.125	0.125	0.00	0.00	0.0313	0.0313	0.188	0.0938	0.00	0.0313	0.0313	0.00	0.00	0.00	0.00	0.0313	0.00
Var	Gaussian	1.0e-02	Sin	4	4	Backward	1.000e-02	0.000e+00	1.000e-02	1.000e-02	1.441e-01	1.012e+00	-1.325e+00	2.039e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0625	0.0938	0.0625	0.125	0.0625	0.0313	0.0313	0.0938	0.0313	0.0625	0.0313	0.0313	0.0625	0.0625	0.0625	0.00	0.0625	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-02	Sin	4	4	Roundtrip	2.500e-03	0.000e+00	2.500e-03	2.500e-03	-4.712e-01	1.003e+00	-2.552e+00	1.551e+00	0.00	0.00	0.0625	0.00	0.0313	0.00	0.00	0.0625	0.0938	0.0313	0.0313	0.0625	0.0938	0.0625	0.0313	0.0625	0.125	0.0938	0.0938	0.00	0.0313	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-02	Cos	4	4	Forward	4.000e-02	0.000e+00	4.000e-02	4.000e-02	-2.591e-01	7.546e-01	-1.874e+00	1.339e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0625	0.00	0.0313	0.0313	0.125	0.0938	0.156	0.0625	0.125	0.0313	0.156	0.00	0.00	0.0625	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-02	Cos	4	4	Backward	1.000e-02	0.000e+00	1.000e-02	1.000e-02	-1.867e-01	7.757e-01	-1.593e+00	1.826e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.0625	0.125	0.0625	0.0313	0.0625	0.125	0.0313	0.219	0.0938	0.0313	0.0313	0.00	0.00	0.0313	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-02	Cos	4	4	Roundtrip	2.500e-03	0.000e+00	2.500e-03	2.500e-03	-1.088e-01	9.273e-01	-2.572e+00	1.892e+00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0625	0.00	0.00	0.0313	0.0313	0.0625	0.0625	0.0313	0.219	0.00	0.156	0.125	0.0313	0.0625	0.00	0.0313	0.0313	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Sin	4	4	Forward	4.000e-02	0.000e+00	4.000e-02	4.000e-02	2.439e-01	9.337e-01	-1.413e+00	2.739e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.00	0.0313	0.0625	0.0313	0.0938	0.0938	0.0938	0.0938	0.125	0.0313	0.0625	0.0313	0.0313	0.0313	0.0313	0.00	0.00	0.00	0.00	0.0313	0.00
Var	Uniform	1.0e-02	Sin	4	4	Backward	1.000e-02	0.000e+00	1.000e-02	1.000e-02	1.372e-01	9.552e-01	-1.441e+00	1.640e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0938	0.0313	0.0625	0.0625	0.0625	0.0313	0.125	0.0313	0.0313	0.0313	0.0938	0.0625	0.0313	0.125	0.0625	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Sin	4	4	Roundtrip	2.500e-03	0.000e+00	2.500e-03	2.500e-03	-8.582e-03	9.145e-01	-1.873e+00	1.975e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.00	0.0938	0.0313	0.0625	0.0625	0.0625	0.0625	0.0938	0.0625	0.0938	0.0625	0.0625	0.0938	0.0313	0.0313	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Cos	4	4	Forward	4.000e-02	0.000e+00	4.000e-02	4.000e-02	-2.158e-01	9.011e-01	-2.219e+00	1.294e+00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.0313	0.00	0.00	0.0625	0.00	0.125	0.125	0.0625	0.0938	0.125	0.0313	0.0313	0.0313	0.0625	0.0938	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Cos	4	4	Backward	1.000e-02	0.000e+00	1.000e-02	1.000e-02	-1.156e-01	9.193e-01	-1.480e+00	1.508e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0938	0.125	0.0313	0.0625	0.0625	0.125	0.0938	0.00	0.0313	0.0625	0.0938	0.0625	0.00	0.0625	0.0625	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-02	Cos	4	4	Roundtrip	2.500e-03	0.000e+00	2.500e-03	2.500e-03	2.586e-01	1.022e+00	-2.286e+00	2.313e+00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.00	0.00	0.0625	0.0938	0.0313	0.156	0.0313	0.125	0.0313	0.125	0.0625	0.0313	0.00	0.00	0.0938	0.0313	0.00	0.0313	0.0313	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Sin	4	4	Forward	4.000e-01	0.000e+00	4.000e-01	4.000e-01	3.496e-02	8.741e-01	-2.288e+00	1.932e+00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.00	0.0313	0.156	0.00	0.0313	0.0938	0.0938	0.188	0.125	0.0625	0.0313	0.00	0.00	0.0625	0.0313	0.00	0.0313	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Sin	4	4	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	-3.061e-01	8.194e-01	-2.417e+00	1.180e+00	0.00	0.00	0.00	0.0313	0.0313	0.00	0.0313	0.00	0.00	0.0313	0.0625	0.0938	0.0938	0.0938	0.0938	0.125	0.156	0.0313	0.00	0.0625	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Sin	4	4	Roundtrip	2.500e-02	0.000e+00	2.500e-02	2.500e-02	6.627e-02	8.536e-01	-1.841e+00	1.679e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.00	0.0313	0.0313	0.00	0.0313	0.0938	0.0625	0.0313	0.0625	0.125	0.0938	0.188	0.0625	0.0313	0.0313	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Cos	4	4	Forward	4.000e-01	0.000e+00	4.000e-01	4.000e-01	4.194e-02	6.507e-01	-9.862e-01	2.074e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.0625	0.0938	0.0625	0.156	0.125	0.0938	0.156	0.0625	0.0625	0.00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Cos	4	4	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	1.123e-01	6.424e-01	-1.197e+00	1.824e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0313	0.0313	0.0313	0.125	0.156	0.125	0.156	0.00	0.156	0.00	0.125	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-01	Cos	4	4	Roundtrip	2.500e-02	0.000e+00	2.500e-02	2.500e-02	1.762e-01	9.288e-01	-1.469e+00	2.959e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.00	0.0313	0.0625	0.0625	0.00	0.0938	0.188	0.156	0.125	0.00	0.0625	0.0313	0.0313	0.00	0.00	0.00	0.0625	0.00	0.00	0.00	0.00	0.0313
Var	Uniform	1.0e-01	Sin	4	4	Forward	4.000e-01	0.000e+00	4.000e-01	4.000e-01	-6.933e-02	8.878e-01	-2.007e+00	2.043e+00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.0625	0.00	0.0938	0.156	0.00	0.0938	0.0625	0.0625	0.00	0.156	0.0625	0.0938	0.0313	0.0625	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Sin	4	4	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	9.704e-02	8.852e-01	-1.692e+00	1.597e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.0313	0.0625	0.0313	0.0313	0.0313	0.0938	0.0313	0.0313	0.0313	0.219	0.0625	0.0938	0.0625	0.0625	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Sin	4	4	Roundtrip	2.500e-02	0.000e+00	2.500e-02	2.500e-02	7.596e-04	9.498e-01	-1.879e+00	3.029e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.0625	0.0625	0.0625	0.00	0.0313	0.0938	0.156	0.0938	0.0938	0.0313	0.0625	0.0313	0.125	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313
Var	Uniform	1.0e-01	Cos	4	4	Forward	4.000e-01	0.000e+00	4.000e-01	4.000e-01	2.773e-01	8.909e-01	-1.373e+00	2.165e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.00	0.00	0.0625	0.00	0.156	0.125	0.0313	0.125	0.0938	0.0625	0.0313	0.0313	0.0938	0.00	0.0625	0.00	0.0313	0.0313	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Cos	4	4	Backward	1.000e-01	0.000e+00	1.000e-01	1.000e-01	-1.907e-01	9.133e-01	-1.641e+00	1.271e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0938	0.00	0.0625	0.156	0.0625	0.0625	0.0625	0.0625	0.0313	0.0313	0.0938	0.0625	0.0313	0.0625	0.125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-01	Cos	4	4	Roundtrip	2.500e-02	0.000e+00	2.500e-02	2.500e-02	-5.744e-02	1.141e+00	-2.794e+00	2.238e+00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.0938	0.00	0.0938	0.0938	0.0625	0.0625	0.0625	0.0625	0.0938	0.0313	0.0313	0.0938	0.00	0.00	0.0313	0.0313	0.0313	0.0313	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Sin	4	5	Forward	2.887e-16	1.391e-16	0.000e+00	5.065e-16	3.701e-18	5.632e-01	-1.031e+00	1.031e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0667	0.100	0.0667	0.00	0.00	0.533	0.00	0.00	0.0667	0.100	0.0667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Sin	4	5	Backward	1.075e-16	2.539e-17	6.398e-17	1.828e-16	0.000e+00	5.993e-01	-1.166e+00	1.166e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.00	0.156	0.00	0.00	0.438	0.00	0.00	0.156	0.00	0.0938	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Sin	4	5	Roundtrip	8.973e-17	4.283e-17	0.000e+00	1.813e-16	3.965e-18	4.619e-01	-7.995e-01	7.995e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.143	0.0714	0.00	0.00	0.571	0.00	0.00	0.0714	0.143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Cos	4	5	Forward	2.691e-16	1.178e-16	0.000e+00	4.627e-16	1.133e-01	6.447e-01	-9.598e-01	1.383e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0667	0.0667	0.0667	0.00	0.00	0.533	0.00	0.00	0.0667	0.0667	0.00	0.0667	0.0667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Cos	4	5	Backward	1.028e-16	2.460e-17	6.398e-17	1.770e-16	-6.939e-18	6.329e-01	-1.258e+00	1.258e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.00	0.156	0.00	0.00	0.438	0.00	0.00	0.156	0.00	0.0938	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	0.0e+00	Cos	4	5	Roundtrip	8.973e-17	4.283e-17	0.000e+00	1.813e-16	3.965e-18	4.619e-01	-7.995e-01	7.995e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.143	0.0714	0.00	0.00	0.571	0.00	0.00	0.0714	0.143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Sin	4	5	Forward	2.887e-16	1.391e-16	0.000e+00	5.065e-16	3.701e-18	5.632e-01	-1.031e+00	1.031e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0667	0.100	0.0667	0.00	0.00	0.533	0.00	0.00	0.0667	0.100	0.0667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Sin	4	5	Backward	1.075e-16	2.539e-17	6.398e-17	1.828e-16	0.000e+00	5.993e-01	-1.166e+00	1.166e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.00	0.156	0.00	0.00	0.438	0.00	0.00	0.156	0.00	0.0938	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Sin	4	5	Roundtrip	8.973e-17	4.283e-17	0.000e+00	1.813e-16	3.965e-18	4.619e-01	-7.995e-01	7.995e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.143	0.0714	0.00	0.00	0.571	0.00	0.00	0.0714	0.143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Cos	4	5	Forward	2.691e-16	1.178e-16	0.000e+00	4.627e-16	1.133e-01	6.447e-01	-9.598e-01	1.383e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0667	0.0667	0.0667	0.00	0.00	0.533	0.00	0.00	0.0667	0.0667	0.00	0.0667	0.0667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Cos	4	5	Backward	1.028e-16	2.460e-17	6.398e-17	1.770e-16	-6.939e-18	6.329e-01	-1.258e+00	1.258e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.0938	0.00	0.156	0.00	0.00	0.438	0.00	0.00	0.156	0.00	0.0938	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	0.0e+00	Cos	4	5	Roundtrip	8.973e-17	4.283e-17	0.000e+00	1.813e-16	3.965e-18	4.619e-01	-7.995e-01	7.995e-01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.143	0.0714	0.00	0.00	0.571	0.00	0.00	0.0714	0.143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Sin	4	5	Forward	4.000e-06	0.000e+00	4.000e-06	4.000e-06	-1.575e-01	1.080e+00	-2.084e+00	2.479e+00	0.00	0.00	0.00	0.00	0.00	0.0625	0.00	0.0313	0.00	0.0938	0.0625	0.0625	0.125	0.0625	0.0625	0.0625	0.0938	0.00	0.0625	0.0313	0.0313	0.0313	0.0625	0.0313	0.00	0.00	0.00	0.0313	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Sin	4	5	Backward	1.000e-06	0.000e+00	1.000e-06	1.000e-06	-1.579e-01	9.413e-01	-2.071e+00	1.544e+00	0.00	0.00	0.00	0.00	0.00	0.0645	0.0323	0.00	0.00	0.0968	0.00	0.0645	0.0645	0.0968	0.161	0.0645	0.0645	0.0323	0.0645	0.0323	0.0645	0.00	0.0645	0.0323	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Sin	4	5	Roundtrip	2.500e-07	0.000e+00	2.500e-07	2.500e-07	-4.039e-04	1.051e+00	-2.137e+00	2.222e+00	0.00	0.00	0.00	0.00	0.0313	0.00	0.0313	0.0625	0.00	0.00	0.0625	0.0938	0.0625	0.0313	0.0938	0.0625	0.0313	0.0938	0.0625	0.125	0.0313	0.0313	0.00	0.0313	0.00	0.0313	0.0313	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Cos	4	5	Forward	4.000e-06	0.000e+00	4.000e-06	4.000e-06	1.276e-01	8.836e-01	-1.557e+00	2.299e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0323	0.0323	0.00	0.0968	0.0323	0.0645	0.0645	0.0968	0.0323	0.00	0.194	0.129	0.0968	0.00	0.0323	0.0645	0.00	0.00	0.00	0.0323	0.00	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Cos	4	5	Backward	1.000e-06	0.000e+00	1.000e-06	1.000e-06	3.701e-01	1.023e+00	-1.950e+00	2.446e+00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0625	0.00	0.0313	0.0938	0.0313	0.125	0.00	0.0313	0.219	0.00	0.0938	0.0313	0.0625	0.0313	0.0313	0.0313	0.0625	0.00	0.0313	0.00	0.00	0.00
Var	Gaussian	1.0e-06	Cos	4	5	Roundtrip	2.500e-07	0.000e+00	2.500e-07	2.500e-07	-4.679e-02	9.252e-01	-2.526e+00	2.579e+00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0625	0.00	0.0313	0.00	0.00	0.00	0.0938	0.125	0.125	0.0625	0.0938	0.156	0.0625	0.0625	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.0313	0.00	0.00
Var	Uniform	1.0e-06	Sin	4	5	Forward	4.000e-06	0.000e+00	4.000e-06	4.000e-06	-6.505e-03	1.082e+00	-2.541e+00	1.847e+00	0.00	0.00	0.0313	0.00	0.00	0.00	0.0313	0.0625	0.00	0.0625	0.0625	0.00	0.0313	0.0625	0.0625	0.156	0.0625	0.0313	0.0313	0.0625	0.0313	0.125	0.0625	0.00	0.0313	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-06	Sin	4	5	Backward	1.000e-06	0.000e+00	1.000e-06	1.000e-06	2.873e-02	1.082e+00	-1.680e+00	1.642e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0938	0.125	0.0625	0.0313	0.00	0.00	0.0625	0.00	0.0938	0.0625	0.0313	0.0938	0.0625	0.125	0.0313	0.0313	0.0938	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-06	Sin	4	5	Roundtrip	2.500e-07	0.000e+00	2.500e-07	2.500e-07	-1.051e-01	1.088e+00	-2.581e+00	2.483e+00	0.00	0.00	0.0313	0.00	0.00	0.0313	0.00	0.0313	0.0313	0.0313	0.0625	0.0625	0.125	0.0313	0.00	0.0938	0.125	0.156	0.0313	0.00	0.0625	0.00	0.0313	0.00	0.00	0.00	0.00	0.0625	0.00	0.00	0.00
Var	Uniform	1.0e-06	Cos	4	5	Forward	4.000e-06	0.000e+00	4.000e-06	4.000e-06	-3.864e-01	9.586e-01	-1.825e+00	1.443e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.0625	0.125	0.0313	0.0938	0.0625	0.0938	0.0313	0.0938	0.00	0.0625	0.0313	0.0938	0.0313	0.0313	0.0625	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-06	Cos	4	5	Backward	1.000e-06	0.000e+00	1.000e-06	1.000e-06	-2.116e-01	1.012e+00	-1.549e+00	1.635e+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0625	0.125	0.0938	0.0625	0.0625	0.0625	0.0625	0.0625	0.0313	0.0313	0.0938	0.00	0.0313	0.0625	0.0625	0.0313	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Var	Uniform	1.0e-06	Cos	4	5	Roundtrip	2.500e-07	0.000e+00	2.500e-07	2.500e-07	-7.950e-02	1.039e+00	-2.195e+00	3.067e+00	0.00	0.00	0.00	0.00	0.0313	0.00	0.0313	0.00	0.0625	0.0625	0.0938	0.00	0.0625	0.00	0.125	0.0938	0.0313	0.156	0.0625	0.0313	0.0625	0.0625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0313
Var	Gaussian	1.0e-05	Sin	4	5	Forward	4.000e-05	0.000e+00	4.000e-05	4.000e-05	-3.114e-01	9.466e-01	-2.672e+00	1.540e+00	0.00	0.00	0.0313	0.00	0.00	0.00	0.00	0.0625	0.0313	0.0313	0.188	0.0625	0.0938	0.0313	0.0313	0.0625	0.0938	0.0938	0.00	0.0625	0.0313	0.0313	0.0313	0.0313	0.00	0.00	0.00	0.00	0.00	0.00	0.00
