X	Edge	Bias	Value	Uncertainty	Exception
-1.7	0.19934	0.114031694768025	1.11403169476802	1.1322274121067	NotMonotonicException
-1.65	0.19939	0.107971277947378	1.10797127794738	0.968594596577198	NotMonotonicException
-1.6	0.19944	0.102121432465896	1.1021214324659	0.833998382506416	NotMonotonicException
-1.55	0.19949	0.0964752011984154	1.09647520119842	0.723587899364816	NotMonotonicException
-1.5	0.19954	0.0910261891592785	1.09102618915928	0.633187357935433	NotMonotonicException
-1.45	0.19959	0.0857685001847908	1.08576850018479	0.559200262337859	NotMonotonicException
-1.4	0.19964	0.0806966818634021	1.0806966818634	0.498538528694195	NotMonotonicException
-1.35	0.19968	0.0757953637109743	1.07579536371097	0.447583719631675	NotMonotonicException
-1.3	0.19973	0.0710812914002319	1.07108129140023	0.406355947568742	NotMonotonicException
-1.25	0.19978	0.0665388835437273	1.06653888354373	0.371711145475395	NotMonotonicException
-1.2	0.19983	0.0621640482242161	1.06216404822422	0.342173177040791	NotMonotonicException
-1.15	0.19988	0.0579529508718872	1.05795295087189	0.316566148863669	NotMonotonicException
-1.1	0.19993	0.0539019902149416	1.05390199021494	0.293970264473689	NotMonotonicException
-1.05	0.19997	0.0500015744792641	1.05000157447926	0.273534650286907	NotMonotonicException
-1	0.20002	0.0462614433845185	1.04626144338452	0.255046916247354	NotMonotonicException
-0.95	0.20006	0.0426666379463245	1.04266663794632	0.237834546090829	NotMonotonicException
-0.9	0.20011	0.039225121603508	1.03922512160351	0.221768748082485	NotMonotonicException
-0.85	0.20015	0.0359242506624244	1.03592425066242	0.206486778988551	NotMonotonicException
-0.8	0.2002	0.0327704221401774	1.03277042214018	0.191917928007698	NotMonotonicException
-0.75	0.20024	0.0297530170623068	1.02975301706231	0.177863200250844	NotMonotonicException
-0.7	0.20029	0.026877048757415	1.02687704875742	0.164286282265404	NotMonotonicException
-0.65	0.20033	0.0241336769684446	1.02413367696844	0.151073274771241	NotMonotonicException
-0.6	0.20037	0.0215242298775313	1.02152422987753	0.138193675304136	NotMonotonicException
-0.55	0.20042	0.0190488253585477	1.01904882535855	0.125615948712626	NotMonotonicException
-0.5	0.20046	0.0167009016372339	1.01670090163723	0.113284541303487	NotMonotonicException
-0.45	0.2005	0.0144810639247301	1.01448106392473	0.101185594870677	NotMonotonicException
-0.4	0.20054	0.0123875411715708	1.01238754117157	0.0892973964106331	NotMonotonicException
-0.35	0.20059	0.0104198039976358	1.01041980399764	0.0776068945921174	NotMonotonicException
-0.3	0.20063	0.00857371739123614	1.00857371739124	0.0660871514129816	NotMonotonicException
-0.25	0.20067	0.00684913279416444	1.00684913279416	0.0547305955819028	NotMonotonicException
-0.2	0.20071	0.00524458966696772	1.00524458966697	0.0435249185111244	NotMonotonicException
-0.15	0.20075	0.00375869703837894	1.00375869703838	0.0324589473700184	NotMonotonicException
-0.1	0.20078	0.00238987121861967	1.00238987121862	0.0215211358744513	NotMonotonicException
-0.05	0.20082	0.00113750800688539	1.00113750800689	0.0107051209099095	NotMonotonicException
0.05	0.20089	-0.0010236805970808	0.998976319402919	0.0106020806752926	NotMonotonicException
0.1	0.20093	-0.00193473627659202	0.998065263723408	0.0211097660283367	NotMonotonicException
0.15	0.20096	-0.00273389933547141	0.997266100664529	0.031528969095486	NotMonotonicException
0.2	0.20099	-0.00342228605328898	0.996577713946711	0.0418676641072481	NotMonotonicException
0.25	0.20102	-0.00400084917597965	0.99599915082402	0.0521329289748352	NotMonotonicException
0.3	0.20105	-0.00447048933655814	0.995529510663442	0.0623315750388788	NotMonotonicException
0.35	0.20108	-0.00483205653171626	0.995167943468284	0.0724701728258293	NotMonotonicException
0.4	0.2011	-0.00508581858986368	0.994914181410136	0.0825507231890686	NotMonotonicException
0.45	0.20113	-0.00523358027650234	0.994766419723498	0.0925875873557944	NotMonotonicException
0.5	0.20115	-0.00527499010800514	0.994725009891995	0.10257755454055	NotMonotonicException
0.55	0.20118	-0.00521181554545047	0.99478818445455	0.112536603532492	NotMonotonicException
0.6	0.2012	-0.00504360293723161	0.994956397062768	0.122459253924977	NotMonotonicException
0.65	0.20122	-0.00477150593400066	0.995228494065999	0.132356351804117	NotMonotonicException
0.7	0.20125	-0.00439653878818136	0.995603461211819	0.142240500279243	NotMonotonicException
0.75	0.20127	-0.00391826385448824	0.996081736145512	0.152102984783631	NotMonotonicException
0.8	0.20129	-0.00333765214457715	0.996662347855423	0.161955705850121	NotMonotonicException
0.85	0.20132	-0.00265541300932381	0.997344586990676	0.171812316921433	NotMonotonicException
0.9	0.20134	-0.0018713202014079	0.998128679798592	0.181661009098262	NotMonotonicException
0.95	0.20136	-0.000986075456392177	0.999013924543608	0.1915147913267	NotMonotonicException
1.05	0.20141	0.00108673266610282	1.0010867326661	0.211267146755853	NotMonotonicException
